Ticker|Name|Exchange|Country
C021.DE|ComStage - TOPIX UCITS ETF|GER|Germany
S6X0.DE|Source Markets Public Limited Company - Source EURO STOXX 50 UCITS ETF|GER|Germany
BULL-APELS-X2-H.S|||
O023.L|ISHARES PLC ISHARES DJ IND AVER|LSE|UK
CORN|Teucrium Corn ETF|PCX|USA
NOBL|ProShares S&P; 500 Dividend Aristocrats|PCX|USA
CEMR.MU|ISH EU MOME EUR-AC|MUN|Germany
ITWN.SW|ISHARES MSCI TA USD|EBS|Austria
IDLB|PowerShares FTSE Intl Lw Bt Eq Wgt|NGM|Sweden
UIMK.SG|UBS ETF M TURK AD|STU|Germany
IEBB.SW|iShares Euro Corporate Bond BBB-BB|EBS|Austria
SDEM|Global X SuperDividend Emerg Mkts ETF|PCX|USA
IUSP.SG|ISHS EM MKS LOC G-C|STU|Germany
JBGOGA.SW|JB PHYSGD A (GBP)|EBS|Austria
EL40.HM|DK MSCI EM ETF T|HAM|Germany
XCS5.F|DBXT MSCI INDIA 1C|FRA|Germany
500U.PA|Amundi ETF S&P; 500 USD A/I|PSX|USA
GDX.SW|Market Vectors Gold Miners A USD|EBS|Austria
124661.L|DBXT2 UK G DLD 1C|LSE|UK
XBAC.SW|DBX GLOBAL AGG CHFH|EBS|Austria
6PSJ.F|POWSHS FTSE ASI USD|FRA|Germany
LYY1.BE|L UC ETF EMU SM CAP|BER|Germany
U1FA.F|UBS ETF MSCI CA AHC|FRA|Germany
LPET.L|ETFS COMMODITY SECURITIES LIMIT|LSE|UK
P63974.MI|BPAG14.25E16|MIL|Italy
PSLV.A||ASE|USA
EMRE|Guggenheim Emerging Markets Rel Est ETF|PCX|USA
DBPY.DE|DBXT MSCI W MAT 1C|GER|Germany
GLD.MI|Boost Gold ETC|MIL|Italy
XMKS.DU|DBXT MSCI EM CS 1C|DUS|Germany
114260.KS|KODEX TBOND|KSC|Korea
UTLT|Deutsche X-trackers Regulated Utilities|PCX|USA
AJEUAS.SW|UBS ETF (IE) MSCI AC Asia ex Japan SF|EBS|Austria
NDXH.SW|A N-100 HEDGE ETF|EBS|Austria
UC74.L|UBS ETF (IE) MSCI USA hedged GBP acc|LSE|UK
LYQI.HM|L UC ETF ASIA C EUR|HAM|Germany
JJU.A||ASE|USA
NBF_11AGK_A016.ST|BASKET/NORDEA 18|STO|Sweden
JP4H.SG|AM ETF JP-N400 DH|STU|Germany
THD|iShares MSCI Thailand Capped|PCX|USA
EL47.DU|DK EUST 50 DL S T|DUS|Germany
AUDP.L|ETFS FOREIGN EXCHANGE LIMITED E|LSE|UK
125627.L|DBX S&P500; 4C|LSE|UK
LYYK.F|L UC ETF E600 TELEC|FRA|Germany
VAF.AX|Vanguard Australian Fixed Interest ETF|ASX|Australia
95BO.L|BCCL/BARCLAYS 16|LSE|UK
228810.KS|TIGER MEDIA CONTENTS|KSC|Korea
C005.SG|COMS SDAX IC|STU|Germany
FLTR.MX|MKVT INVS GR FLT RT|MEX|Mexico
13042145.SW|UBS ETF M TURK AD|EBS|Austria
X015.SW|COMS M PAC XJAP IC|EBS|Austria
QVAL.A||ASE|USA
J40B.BE|PRSHS SHRT HIGH YLD|BER|Germany
WTID.L|Boost WTI Oil ETC|ISE|UK
BEAR-ADEL-X3-H.ST|BASKET/SHB 21 NTS|STO|Sweden
IVOG|Vanguard S&P; Mid-Cap 400 Growth ETF|PCX|USA
XMK2.SG|DBX RUSSELL 2000 2C|STU|Germany
CLEA.SW|CLEA/ETFS HEDGED|EBS|Austria
GRES|IQ Global Resources ETF|PCX|USA
SXRZ.SG|ISHS NIK 225 JPY-AC|STU|Germany
MLPN|Credit Suisse X-Links CushgMLPInfrasETN|PCX|USA
XCR.TO|iShares Conservative Core Port Builder|TOR|Canada
RTWO.MI|GO RUSS 2000 US USD|MIL|Italy
DBPK.F|DBX S&P500; X2 SH 1C|FRA|Germany
116982.L|SPM/HSBC 14 ELN|LSE|UK
ONEK.A||ASE|USA
124901.L|MEDGULF/HSBC 15 ELN|LSE|UK
UB55.L|UBS ETF UBS ETF MSCI JAPAN INFR|LSE|UK
ARTH4CK15-2.MX|CIB ARTHA 25 15-2 B|MEX|Mexico
3782002.SG|SGRA/ETFS|STU|Germany
UBUD.DU|UBS SO GL GO USD-A-|DUS|Germany
PSDAX-57.TA|DAX/PSAGOT S57|TLV|Israel
LYP9.SG|MUL LY SG GQ IN MHC|STU|Germany
XRSM.F|CFSDBX RU USD-1C-AC|FRA|Germany
BSCE|Claymore Exchange-Traded Fund Trust - Guggenheim BulletShares 2014 Corporate Bond ETF|PCX|USA
17UN.L|HAP/HSBC16S APAC043|LSE|UK
HEZU.A||ASE|USA
C540.F|COMS IGCC OV IC|FRA|Germany
TBZ|ProShares UltraShort 3-7 Year Treasury|PCX|USA
540I.DU|AM NORDIC UCITS ETF|DUS|Germany
ICF.MX|ISH COH&ST; REIT|MEX|Mexico
EICT.BK|KTAM SET ICT ETF TRACKER|SET|Thailand
BSJH|Guggenheim BulletShrs 2017 HY CorpBd ETF|PCX|USA
75MH.L|COL/HSBC BANK 16|LSE|UK
SPXJ.L|ISHARES III PLC ISHARES MSCI PA|LSE|UK
EUNL.DU|ISHS CR WD USD-AC|DUS|Germany
DBX1.DE|db x-trackers - MSCI Emerging Markets Index UCITS ETF|GER|Germany
CALU.SW|CALU/ETFS|EBS|Austria
23929909.F|BNP 17 510 SRVRN|FRA|Germany
JNK.MX|SPDR Series Trust - SPDR Barclays High Yield Bond ETF|MEX|Mexico
25883159.IR|WIS EUR EQ INC EUR|ISE|UK
6PSE.SG|POWSHS GLOB EQT EUR|STU|Germany
GUR.A||ASE|USA
QDVK.SG|ISHS S&P; CON USD-AC|STU|Germany
77DP.L|RBS/INDEX 15|LSE|UK
ZPRS.SG|SPDR WRLD SM USD-AC|STU|Germany
XRL2.SW|db x-trackers Russell 2000 (DR) 2C|ISE|UK
QRI.TO|Questrade Russell 1000 EW US IndETF CADH|TOR|Canada
H4Z9.DE|HSBC MSCI Emerg Mkts ETF|GER|Germany
LGRA.MI|LGRA/ETFS|MIL|Italy
12429083.SG|BELGACOM 18 VRN|STU|Germany
DXJC|WisdomTree Japan Hedged Capital Gds ETF|PCX|USA
JPYP.L|ETFS FOREIGN EXCHANGE LIMITED E|LSE|UK
WEET|iPath Pure Beta Grains ETN|PCX|USA
22619098.IR|FIN MSCI USA USD-AC|ISE|UK
EL4G.HM|DK EU STSLDV 30|HAM|Germany
PBW.A||ASE|USA
176950.KS|KODEX 10Y F-LKTB INVERSE|KSC|Korea
MVR.AX|Market Vectors Australian Resources ETF|ASX|Australia
HYXU.A||ASE|USA
CGL-C.TO|ISHARES GOLD BULLION ETF NON HD|TOR|Canada
SXLE.SW|SPDR® S&P; US Energy Select Sector ETF|ISE|UK
VAPX.AS|VAN FTSE AS ETF USD|AMS|Netherlands
16GB.L|CARE/HSBC 16|LSE|UK
UBUF.F|UBS MSCI BRA USD-A-|FRA|Germany
LCFE.L|ETFS COMMODITY SECURITIES LIMIT|LSE|UK
FPXU.PA|Firsttrust US Ipo|ISE|UK
HUF-U.TO|HORIZONS ACTIVE US FLOATING RAT|TOR|Canada
SMCX.SW|SPDR® MSCI Europe Small Cap ETF|EBS|Austria
GDX.AX|Market Vectors Gold Miners ETF|ASX|Australia
QDVE.MU|ISHA IN TECH USD-AC|MUN|Germany
EUDEF.SW|UBS ETF (IE) MSCI EMU Defensive|ISE|UK
MALL.L|LYXOR INTERNATIONAL ASSET MANAG|LSE|UK
IESG.L|iShares DJ Eurp Sustainability Screened|LSE|UK
ZLU.TO|BMO Low Volatility US Equity ETF (CAD)|TOR|Canada
TPS|ProShares UltraShort TIPs|PCX|USA
LXF.TO|First Asset Can-60 Covered Call ETF Comm|TOR|Canada
P3E8.BE|PWRSHS ZACKS MC PRT|BER|Germany
XDAX.ST|db x-trackers - DAX UCITS ETF (DR)|STO|Sweden
EXT|WisdomTree Total Earnings ETF|PCX|USA
XRS2.F|CFSDBX RU USD-1C-AC|FRA|Germany
FCFI|TrimTabs Intl Free-Cash-Flow ETF|PCX|USA
PCK|PIMCO California Municipal Income Fund II|PCX|USA
EXH1.HM|ISHSEU600OG|HAM|Germany
MDRI.SW|RBS M A D RUSS C|EBS|Austria
M9SD.HM|RBS M A NYS AGB C|HAM|Germany
BZF.MX|WisdomTree Trust - WisdomTree Brazilian Real Strategy Fund|MEX|Mexico
JEM.A||ASE|USA
28227592.IR|PS S&P; 500 VEQ USD|ISE|UK
UMX|ProShares Ultra MSCI Mexico Capped IMI|PCX|USA
XGD.TO|iShares S&P;/TSX Global Gold|TOR|Canada
SDIG.L|iShares $ Short Dur Corp Bd|ISE|UK
XFVT.SW|DBXT FTSE VIETN 1C|EBS|Austria
EXHK.BE|IS EGBC 10.5+|BER|Germany
URTH.MX|ISHARES MSCI WORLD|MEX|Mexico
SGAO_TTT33.ST|BSKT/SGA 17 NTS|STO|Sweden
ULST|SPDR SSgA Ultra Short Term Bond ETF|PCX|USA
EQQU.L|PowerShares EQQQ Nasdaq-100 ETF|ISE|UK
HMEM.L|HSBC MSCI Emerg Mkts ETF|LSE|UK
LYYT.MU|L UC ETF INDUST G&S;|MUN|Germany
VT|Vanguard Total World Stock ETF|PCX|USA
PRANACK15.MX|CIBANCO 25 15 A|MEX|Mexico
USLV.L|SSGA SPDR ETFS EUROPE I PLC SPD|LSE|UK
XSN5.MI|DBX I ESF 1C|MIL|Italy
SPYI.SG|SPDR MSCI USD AC|STU|Germany
ICN|WisdomTree Indian Rupee Strategy ETF|PCX|USA
EEMV.MX|iShares MSCI Emerging Markets Mini Vol|MEX|Mexico
PSCU|PowerShares S&P; SmallCap Utilities ETF|NGM|Sweden
AXTE|iShares MSCI ACWI ex US Telecom|PCX|USA
DHVW|Diamond Hill Valuation-Weighted 500 ETF|PCX|USA
LYPF.F|MUL LY W INDUST CC|FRA|Germany
ZSILHC.SW|ZKB SILVERETF AAHCH|EBS|Austria
KBN40-94.TA|TB40/KSM SAL S94|TLV|Israel
UBSO_GTM_1754.ST|SPEULVE/UBS 17|STO|Sweden
ISXIF.PK|ISHARES BSE SENSEX|PNK|USA
10846326.DU|L U ETF/NA AS D EUR|DUS|Germany
UGLD|VelocityShares 3x Long Gold ETN|PCX|USA
KSPI-158.TA|IXI/KSM SL IC S158|TLV|Israel
117231.L|PPC/HSBC 14 ELN|LSE|UK
HPRD.L|HSBC FTSE EPRA/NAREIT Developed ETF|LSE|UK
PCC2.LS|COMS CAC 40 LEV IC|LIS|Portugal
LWCG.L|AMUNDI ETF LOW CARBON UCITS|LSE|UK
SJPA.SW|iShares Core MSCI Japan IMI|EBS|Austria
XMKU.F|DBXT MSCI EMUTI 1C|FRA|Germany
XCXC.SG|DBX CAD CASH ETF|STU|Germany
6PSB.DE|PowerShares FTSE RAFI Developed 1000 ETF|ISE|UK
CC2EU924HY9LNDA.S|||
204480.KS|TIGER SYNTH-CHINA A LEVERAGE|KSC|Korea
IS3T.MU|ISHS MSCI USD-ACC|MUN|Germany
CSEMUS.MI|ISH EMU SC EUR-ACC|MIL|Italy
^VGIT|Vanguard Intermediate-Term Gove|NIM|
IGT.TO|iShares Gold Trust|TOR|Canada
IGNIACK15.MX|DTSCH IGNIA 25 15|MEX|Mexico
LYM8.SG|L U ETF W WAT D EUR|STU|Germany
FLRN|SPDR Barclays Investment Grd Fl Rt ETF|PCX|USA
H4Z3.SG|HSBC MSCI WORLD USD|STU|Germany
ISM.PA|EasyETF - iBoxx Liquid Sovereigns Global THEAM Easy UCITS ETF|PAR|France
MD4X.DE|Lyxor ETF German Mid-Cap MDAX D-EUR A/I|PSX|USA
JPSRT.SW|UBS ETF MS JSR AHD|EBS|Austria
LYPY.SG|MUL LY BC OPTIM CC|STU|Germany
WDTI|WisdomTree Managed Futures Strategy ETF|PCX|USA
IVE.MX|ISHS S&P; 500 VAL|MEX|Mexico
IEAG.L|iShares III Public Limited Company - iShares Euro Aggregate Bond UCITS ETF|LSE|UK
HFIN|Exchange Traded Concepts Trust II - Horizons S&P; Financial Select Sector Covered Call ETF|PCX|USA
RQFI.SG|DBX HGI CSI300DR D|STU|Germany
CURY.L|LAM SUN ZYF USD-ACC|LSE|UK
IEF.MX|ISH 7-10 TRS BD|MEX|Mexico
XSVS.SW|DBXT SMI SHD 1C|EBS|Austria
AGG.MX|ISH CR US AGG BOND|MEX|Mexico
LYLVE.SW|L UC ETF STX 50 LEV|EBS|Austria
BULL-PLATIN-X4-S.|||
LYPJ.HM|L UC BD EX FI C EUR|HAM|Germany
PAF.PA|Lyxor UCITS ETF Pan Africa|PAR|France
TRSY|PIMCO Broad U.S. Treasury Index|PCX|USA
LWCU.L|Amundi ETF MSCI World Low Carbon USD A/I|PSX|USA
PCEF.A||ASE|USA
ARGT_GTM_1997.ST|BSKT/ARGENTUM CAP17|STO|Sweden
NDXH.L|Amundi ETF NASDAQ-100 EUR Hdg Daily A/I|PSX|USA
C030.HM|COMS DJST 30TM IC|HAM|Germany
51KZ.L|QATAR/HSBC 15 ELN|LSE|UK
VXUS|Vanguard Total International Stock ETF|PCX|USA
SYBY.DE|SPDR® Barclays US TIPS ETF|GER|Germany
XCB.TO|iShares Canadian Corporate Bond|TOR|Canada
CVY|Guggenheim Multi-Asset Income ETF|PCX|USA
ITWN.AS|ISHARES MSCI TA USD|AMS|Netherlands
226810.KS|Power Short Term Bond|KSC|Korea
XGSD.MI|DBX GLBL DIV 100 1D|MIL|Italy
XXM-D.TO|FA MORNINGSTR US VAL UNHDGD ADV|TOR|Canada
HAKK|Direxion Daily Cyber Security Bl 2X ETF|PCX|USA
LYQ7.DU|L U ET INV GR (DR)|DUS|Germany
X500.DE|ComStage - iBoxx Euro Liquid Sovereigns Diversified Overall TR UCITS ETF|GER|Germany
ESR.MX|iShares, Inc. - iShares MSCI Emerging Markets Eastern Europe ETF|MEX|Mexico
LYXV.DE|LIF JPM EU VFI CC|GER|Germany
MA13.PA|Lyxor ETF EuroMTS HRMcrWtGvtBd1-3Y DR|PAR|France
X014.DU|COMS M PAC IC|DUS|Germany
BZQ|ProShares UltraShort MSCI Brazil Capped|PCX|USA
MXWO.SW|Source MSCI World ETF|ISE|UK
X95382.TI|SX5E/SG ISSUER16ELN|TLO|Italy
PICB|PowerShares International Corp Bd ETF|PCX|USA
PBN60-99.TA|TB60/PSGT IND S99|TLV|Israel
XGVD.DE|DBXT2 GL SU  1DD|GER|Germany
EPRE.L|Amundi ETF FTSE EPRA Eurp RealEstate A/I|LSE|UK
SKYY|First Trust ISE Cloud Computing ETF|PCX|USA
ENGN|iShares Industrials Bond|PCX|USA
AIA.A||ASE|USA
GBPP.L|ETFS FOREIGN EXCHANGE LIMITED E|LSE|UK
INDSK-21.TA|NLGB/INDEX SAL S21|TLV|Israel
YINN|Direxion Daily FTSE China Bull 3X ETF|PCX|USA
XCS6.L|DB X-TRACKERS DBX MSCI CHINA ID|LSE|UK
IACC.L|ISHARES III PLC ISHARES S&P; 500|LSE|UK
IQQ9.DE|iShares II Public Limited Company - iShares BRIC 50 UCITS ETF|GER|Germany
CU2.L|Amundi ETF MSCI USA EUR A/I|LSE|UK
DX2W.DU|DBXT DJIMT100 1C|DUS|Germany
FLAT|iPath US Treasury Flattener ETN|PCX|USA
IS33.BE|ISHS DEV MK PRO USD|BER|Germany
LARE|Tierra XP Latin America Real Estate ETF|PCX|USA
XBRS.L|db x-trackers - Stoxx Europe 600 Basic Resources Short Daily UCITS ETF|LSE|UK
^INSYBWC|SPDR Barclays 1-3 Year U.S. Tre|NIM|
25873967.SW|UBS ETF MSCI CA AHC|EBS|Austria
22684048.IR|FIN MSCI AUS USD-AC|ISE|UK
EUN.MI|ISHS STOXX EURO EUR|MIL|Italy
H4ZB.F|HSBC FTSE 100 G-CT|FRA|Germany
3216885.MU|DEUTSCH POSTBA VRN|MUN|Germany
KRE.MX|SPDR S&P; RG BK ETF|MEX|Mexico
CPI|IQ Real Return ETF|PCX|USA
SPYS.F|SSGA SPDR SM EUR-AC|FRA|Germany
X024.F|COMS M EU LG IC|FRA|Germany
HFR-A.TO|HORIZONS ACTIVE FLOATING RATE B|TOR|Canada
UO4P.HM|CANDR.SUST.-SUST.WLD NCAP|HAM|Germany
FAI-A.TO|FA ACTIVE UTILITY INFRASTRUCTUR|TOR|Canada
PFH.TO|PowerShares Fdmt HiYld Corp Bd CAD H ETF|TOR|Canada
ZID.TO|BMO India Equity ETF|TOR|Canada
NK4L.SG|L U ET FL R EU 07 C|STU|Germany
SUSC.L|SPDR® Barclays 0-3 Year US Corp Bd ETF|ISE|UK
LYMTF.SW|Lyxor ETF EuroMTS 15+Y InvstGrd DR A/I|EBS|Austria
EAPS|Pax MSCI International ESG Idx Instl|PCX|USA
JBPLUX.SW|JB PHYSPLATIN AX |EBS|Austria
VWOB.MX|VN EM MK GV IX|MEX|Mexico
14174872.DU|L U ETF 1000 V C EU|DUS|Germany
93WY.L|RBS/INDEX 15|LSE|UK
YOZF.AX|SPDR 200 FINANCIALS EIN|ASX|Australia
82194.L|RBS/INDEX 14|LSE|UK
JPXC.SW|L JPX N400 UC C CH|EBS|Austria
18M4.DE|Amundi ETF MSCI Europe Consumer Discretionary UCITS ETF|GER|Germany
XITA.MI|DBXT2 MEBI AGG 1DD|MIL|Italy
ITL2.MI|GO FTSE MIB LEV EUR|MIL|Italy
SPAP.L|Source Physical Palladium P-ETC|LSE|UK
ARKK|ARK Innovation ETF|PCX|USA
DGRW|WisdomTree US Quality Dividend Gr ETF|NGM|Sweden
18MJ.F|AM MSCI GERM UC ETF|FRA|Germany
CEMZ.BE|ISHS DJ GLB USD-ACC|BER|Germany
SPHQ|PowerShares S&P; 500 High Quality ETF|PCX|USA
SMSWLD.MI|Source MSCI World ETF|MIL|Italy
LYCSH.SW|L UC ETF EURO CASH|EBS|Austria
25495126.IR|NB GL BD ABS GBP-I-|ISE|UK
18MF.DU|AM MSCI USA ETF EUR|DUS|Germany
HRDAX-28.TA|DAX/HAREL SAL S28|TLV|Israel
10ZA.L|ORWE/HSBC 14 ELN|LSE|UK
DXJF.MI|WisdomTree Japan Equity ETF EUR Hdg Acc|ISE|UK
3781933.SG|SALL/ETFS CMDTY|STU|Germany
UCO|ProShares Ultra Bloomberg Crude Oil|PCX|USA
ZPRA.SG|SPDR ASIA DIV USD|STU|Germany
13910159.SW|ZKB GOLD ETF AA CHF|EBS|Austria
24501376.IR|UBS UK RES GBP-A-|ISE|UK
SPYS.DE|SPDR® MSCI Europe Small Cap ETF|ISE|UK
IBCM.HM|ISHS EU GOV G-CT|HAM|Germany
AA13.PA|Amundi ETF GvtBd HR EuroMTS Inv Grd 1-3|PAR|France
X013.F|COMS M N AMER IC|FRA|Germany
SXR7.DE|iShares VII Public Limited Company - iShares MSCI EMU UCITS ETF|GER|Germany
IQQT.HM|ISHARES MSCI TA G-C|HAM|Germany
EWSS|iShares MSCI Singapore Small-Cap|PCX|USA
TOTS|Direxion Daily Total Mkt Bear 1X ETF|PCX|USA
HEJ-A.TO|HORIZONS ENHD INC INTL EQUITY E|TOR|Canada
JPUS|JPMorgan Diversified Return US Eq ETF|PCX|USA
OIL.MC|L U ETF E600 O&GAS;|MCE|Spain
125723.L|BDX/HSBC 15 ELN|LSE|UK
122254.L|PHAR/HSBC 14 ELN|LSE|UK
ISF.L|iShares Core FTSE 100 Dist|LSE|UK
^TDIV|First Trust NASDAQ Technology D|NIM|
MSAAB.AS|SX5E/MS 16 VRN|AMS|Netherlands
122286.L|OCIC/HSBC 14 ELN|LSE|UK
IUSF.BE|ISHS MSCI US IS G-C|BER|Germany
X022.DE|ComStage - MSCI USA Mid Cap TRN UCITS ETF|GER|Germany
ZSML|ETFS Zacks Earnings Small-Cap US|PCX|USA
SPMV.MI|OL US MV UE1CC|MIL|Italy
SYBJ.F|SPDR BAR EUR HG EUR|FRA|Germany
MDYV.A||ASE|USA
XCHC.BE|DBXT CSI300 HC 1C|BER|Germany
AC5SDUM6FSGI.ST|BASKET/SG ISSUER 16|STO|Sweden
BIS|ProShares UltraShort Nasdaq Biotech|NGM|Sweden
CSZA.L|ISHARES VII PLC ISHARES MSCI SO|LSE|UK
^VUSD|Vanguard S&P; 500 ETF USD|NIM|
SYB3.DE|SPDR® Barclays 1-3 Year Euro Govt Bd ETF|ISE|UK
SUKC.L|SPDR® Barclays 0-5 Year Stlg Corp Bd ETF|LSE|UK
61JJ.L|BARCLAYS/BASKET 15|LSE|UK
XCS3.F|DBXT MSCI MALAY 1C|FRA|Germany
MA57.PA|Lyxor ETF EuroMTS HRMcrWtGvtBd5-7Y DR|PAR|France
VEF5.BE|MKET VECT GLD MIN|BER|Germany
ILCTRACISHRS.MX|iShares Trust Mexico - IPC LargeCap Total Return TRAC|MEX|Mexico
JPMV.A||ASE|USA
RELDIVOPP.NS|R*Shares Dividend Opportunities ETF|NSI|India
SXR1.DE|iShares VII Public Limited Company - iShares Core MSCI Pacific ex Japan UCITS ETF|GER|Germany
LYM4.DE|Lyxor UCITS ETF PRIVEX|GER|Germany
HAZ-A.TO|HORIZONS ACTIVE GLOBAL DIVIDEND|TOR|Canada
SEB_1308K.ST|BASKET/SEB 16 MTN|STO|Sweden
XLFS|Financial Services Select Sector SPDR|PCX|USA
IND75-15.TA|TA75/INDEX SAL S15|TLV|Israel
18MG.DU|AM ETF MSCI CH -EUR|DUS|Germany
G3ZDM7.TI|SX5E/GSI 18|TLO|Italy
4621509.DU|DBX I ESFSD 1C|DUS|Germany
GLDU.PA|MUL LY ACWI G CC|PAR|France
XB4A.F|DBXT ATX 1C|FRA|Germany
DX2K.DE|DBXT FTSE100 SH 1C|GER|Germany
KSM-110D.TA|DAX/KSM SAL S110|TLV|Israel
533230.BO|HDFC Gold ETF|BSE|India
IUSF.DU|ISHS MSCI US IS G-C|DUS|Germany
IUS8.DU|ISHS EM MK INFR G-C|DUS|Germany
IUSD.HM|ISHS MSCI WD IS G-C|HAM|Germany
SJNK.L|SPDR® Barclays 0-5 Year US Hi Yld Bd ETF|ISE|UK
SPYB|SPDR S&P; 500 Buyback ETF|PCX|USA
UBUS.SG|UBS PRIM VAL USD-A-|STU|Germany
NBF_33AEH_A946.ST|SX5E/NORDEA 19|STO|Sweden
10290863.BE|LORILLARD 19 SRN|BER|Germany
MZZ|ProShares UltraShort MidCap400|PCX|USA
LYXL.F|LIF JPM EU LBFI CC|FRA|Germany
NBF_UC63_A097B.ST|S&P500;/NORD18|STO|Sweden
HYMB|SPDR Nuveen S&P; High Yield Muni Bd ETF|PCX|USA
6PSB.MU|POWSHS FTSE DEV EUR|MUN|Germany
EMDG|EGShares Emerging Markets Divid|PCX|USA
EXS3.HM|ISHS MDAX UETF T|HAM|Germany
EL4P.HM|DK IB LSD 7-10|HAM|Germany
1680049.BE|DB CAP VRN|BER|Germany
GLCB|WisdomTree Strategic Corporate Bond ETF|NIM|
LONG-BASMET-S-H.S|||
CSPXJ.MI|ISHS CR PAC USD-AC|MIL|Italy
IUSK.HM|ISHS DJ EUR SU G-CT|HAM|Germany
MGT.MI|L UCITS GLOB TIT 50|MIL|Italy
VOT.MX|Vanguard Index Funds - Vanguard Mid-Cap Growth ETF|MEX|Mexico
SMMU|PIMCO Short Term Municipal Bond Actv ETF|PCX|USA
IBTS.L|iShares Public Limited Company - iShares $ Treasury Bond 1-3yr UCITS ETF|LSE|UK
IM2R.SG|NMX30 ING TEUE AC|STU|Germany
53CX.L|RBS VRN REG-S|LSE|UK
TNOW.L|MULTI UNITS LUXEMBOURG LYXOR ET|LSE|UK
HMAD.L|HSBC MSCI AC FAR EAST ex JAPAN ETF|ISE|UK
GBS.MI|GOLD/GOLD BULLION|MIL|Italy
MES.MX|MKT VCT GULF STATES|MEX|Mexico
IUSD.MU|ISHS MSCI WD IS G-C|MUN|Germany
BULL-TEL-DNM.OL|TEL/DNB 41 ETN|OSL|Norway
^ZPDH|SPDR S&P; U.S. Health Care Selec|NIM|
MIDU|Direxion Daily Mid Cap Bull 3X ETF|PCX|USA
PNTR-276.TA|S&PCD;/PSAGOT S276|TLV|Israel
EGB5.MI|ETFS5XLGBPS|MIL|Italy
104847.L|ZEBRA/INVESTEC 15|LSE|UK
XGIG.L|DB X-TRACKERS II DBX GLOBAL INF|LSE|UK
EIMI.L|iShares Core MSCI Emerging Markets IMI|LSE|UK
AEJL.L|Lyxor ETF MSCI AC Asia-Pac ex Jpn CUSD|LSE|UK
SPY1.DE|SPDR® S&P; 500 Low Volatility ETF|GER|Germany
129883.L|DAQIN/HSBC 16 |LSE|UK
HRSMC-95.TA|M7EU0FN/HRL SL S84|TLV|Israel
CBO.TO|iShares 1-5 Year Laddered Corp Bd Comm|TOR|Canada
123524.L|EMAAR/HSBC 15 ELN|LSE|UK
3291273.SW|UBS SLI R CHF ADIS|EBS|Austria
LYPI.DE|MUL LY W TEL S C |GER|Germany
GMF.MX|SPDR Index Shares Funds - SPDR S&P; Emerging Asia Pacific ETF|MEX|Mexico
27869089.IR|WINDTR ISEQ 20 EUR|ISE|UK
XRUD.L|DB X-TRACKERS DBX RUSSELL 2000 |LSE|UK
VGT.MX|Vanguard World Fund - Vanguard Information Technology ETF|MEX|Mexico
25874916.IR|UBS ETF MSCI CA AHC|ISE|UK
SXR4.DE|iShares VII Public Limited Company - iShares MSCI USA UCITS ETF|GER|Germany
PSG50-20.TA|MC50/PSAGOT S20|TLV|Israel
I6HB.BE|ISHS GOLD TRUST -TU|BER|Germany
XMJG.L|DB X-TRACKERS DBX MSCI JAPAN ID|LSE|UK
26101658.MA|BSKT/EMISORA SAN 17|MAD|Spain
1DIV.BK|THAIDEX SET HIGH DIVIDEND|SET|Thailand
TTFS|AdvisorShares TrimTabs Float Shrink ETF|PCX|USA
DXS2.SG|DBX RUSSELL 2000 1C|STU|Germany
ZEB.TO|BMO S&P;/TSX Equal Weight Banks ETF|TOR|Canada
DXSH.F|DBXT SE600 TEC 1C|FRA|Germany
YAO|Guggenheim China All-Cap ETF|PCX|USA
192090.KS|TIGER CHINA A300|KSC|Korea
R2US.MI|SPDR® Russell 2000 US Small Cap ETF|MIL|Italy
IMXTRACISHRS.MX|ISHS INMEX TRAC|MEX|Mexico
XFFE.MI|DBX FED FUNDS MM 1C|MIL|Italy
SHRT-BASMET-H.ST|BASKET/SHB 21 NTS|STO|Sweden
LYM6.MU|L U ET 7-10Y G (DR)|MUN|Germany
ERND.AS|ISH USD ULTR BD USD|AMS|Netherlands
XCDL.MI|DBXT2 I CR2DU 1CC|MIL|Italy
UEFD.SG|UBS ETF EMU SMC AD|STU|Germany
H411.DE|HSBC MSCI AC FAR EAST ex JAPAN ETF|GER|Germany
XPQP.DE|DBXT MSCI PHIL 1C|GER|Germany
LYY3.HM|L UC ETF EMU GROWTH|HAM|Germany
LCNY.L|ETFS FOREIGN EXCHANGE LIMITED E|LSE|UK
SCHP|Schwab US TIPS ETF|PCX|USA
NGASP.PA|ETFS Commodity Securities Limited - ETFS Natural Gas|PAR|France
38TB.L|BKOFCHINA/HSBC WT19|LSE|UK
XSBT.DE|db x-trackers Stiftungs-Stabilität 1D|ISE|UK
DXS9.F|DBXT SE6 HC SH 1C|FRA|Germany
HTR.PA|HSBC MSCI Turkey ETF|PAR|France
DXET.HM|DBXT ES50 1C|HAM|Germany
XSDS.MI|DBXT SE6 HC SH 1C|MIL|Italy
2803943.IR|ISHS EUR GOV BD EUR|ISE|UK
SXR2.DE|iShares VII Public Limited Company - iShares MSCI Canada UCITS ETF|GER|Germany
IDXJ|Market Vectors Indonesia Small-Cap ETF|PCX|USA
SPYD.F|SPDR S&P; US DIV USD|FRA|Germany
GTIP|iShares Global Inflation-Linked Bond|PCX|USA
102641.L|ZEBRA/INVESTEC 15|LSE|UK
