Ticker|Name|Exchange|Country
24794573.DE|INAV SUSESUE GBP|GER|Germany
^NQUSS9572GBPT|NQ US Sm Cap Comp Hardware GBP |NIM|USA
^NQEMEA9000EURT|NASDAQ EMEA Tech EUR TR Index|NIM|USA
SX5GNFR.Z|STXEEXFIN 50 EURGR|ZRH|Switzerland
^DJIEZM|Dow Jones Islamic Market Euro M|DJI|USA
^NQUSS4000EURT|NQ US Sm Cap Health Care EUR TR|NIM|USA
WIAMERS7530.FGI|FTSE AM-ELECTRICITY|FGI|UK
^NQNO0001AUDN|NASDAQ Norway Oil & Gas AUD NTR|NIM|USA
WIXUKS7570.L|FTSE XUK-GAS WATER|FSI|UK
^NQUSB2753LMAUDN|NQ US  Comml Vehicles & Trucks |NIM|USA
^NQJP4000JPYN|NASDAQ Japan Health Care JPY NT|NIM|USA
NLFW.PA|NLCI FEED WHEAT|PAR|France
^XTLHEE|UBS Bloomberg CMCI Lean Hogs He|WCB|USA
^NQDMASIA4000LMJPY|NASDAQ DM Asia Health Care Lg M|NIM|USA
^NQDMXJPLMJPYN|NASDAQ DM Ex Japan Large Mid Ca|NIM|USA
INWDP.PA|ISHS GL.PRO VLI|PAR|France
^NQG3700EURT|NASDAQ Global Psnl & Hhld Goods|NIM|USA
LZPW.DE|INAV DB X-T DJ SX5E|GER|Germany
^RUGLWCN|Russell World Cap Net Return|WCB|USA
^NQNZ5000T|NASDAQ New Zealand Cnsmr Svcs T|NIM|USA
C5UK0530.L|FTSE 100 CAP5- OIL|FSI|UK
SXP1CHM.Z|STXAP6CHE USD P|ZRH|Switzerland
WIITAG.L|FTSE WORLD ITALY|FSI|UK
X29D.DE|INAVDEKAFIN30UCITET|GER|Germany
^YHOH864|||
^NQEMMEA1000GBPN|NASDAQ EM MEA Basic Matls GBP N|NIM|USA
^NQUSS4000N|NQ US Sm Cap Health Care NTR In|NIM|USA
^REVWFIN|Revenue Shares Large Cap Fund F|SNP|USA
^NQUSL4577AUDN|NQ US Lg Cap Pharma AUD NTR Ind|NIM|USA
20076527.SG|LPXCOMP.LPEI TR GBP|STU|Germany
^NQDE1000AUDN|NASDAQ Germany Basic Matls AUD |NIM|USA
^BCOMKWCT|BBG KCW Capped TR|WCB|USA
NLBMG.AS|AEX BASIC MATER GR|AMS|Netherlands
^FTUB2700|FTSE 350-IND GOODS|FSI|UK
09I0.DE|XPECT CV EW 1935-1939 F2|GER|Germany
^NQPHLCJPYN|NASDAQ Philippines Large Cap JP|NIM|USA
^NQDXDMXUSN|NASDAQ AlphaDEX DM Ex-US NTR In|NIM|USA
WIPOL0530.FGI|FTSE POLAND|FGI|UK
WIITA7530.L|FTSE ITA-ELECTRICIT|FSI|UK
^DWATDT|Dow Jones Austria Total Stock M|DJI|USA
^NQDMEU4000LMJPYT|NASDAQ DM Europe Health Care Lg|NIM|USA
^NQKR4000AUDT|NASDAQ Korea Health Care AUD TR|NIM|USA
XIN45550.L|FTSE China A 600 Media Index|LSE|UK
WICHE3760.L|FTSE CHE - PERSGOOD|FSI|UK
^NQNZSCCADT|NASDAQ New Zealand Small Cap CA|NIM|USA
SXE33L.Z|STXEUA8A&P; USD P|ZRH|Switzerland
^NQUSM5757AUDN|NQ US Md Cap Restaurants & Bars|NIM|USA
^VIXJAN|VIX Jan Futures Index|WCB|USA
^NQEU2300N|NASDAQ Europe Constr & Matls NT|NIM|USA
WIESP8000.L|FTSE ESP-FINANCIALS|FSI|UK
^NQIN4000LM|NASDAQ India Health Care Large |NIM|USA
^DJGEAG|Dow Jones Global Equity Agricul|DJI|USA
SXE83GR.Z|STXEUA8BNK EUR GR|ZRH|Switzerland
XEVL.DE|INAV DBXT DJSX5 GBP|GER|Germany
^RNMSCUSD|Russell/Nomura Mid-Small Cap US|WCB|USA
^NQUSL2757CADT|NQ US Lg Cap Ind Machinery CAD |NIM|USA
^MLSCT|Morningstar Long/Short Commodit|NIM|USA
^NQEMEA8300AUD|NASDAQ EMEA Banks AUD Index|NIM|USA
^NQCH4000GBPN|NASDAQ Switzerland Health Care |NIM|USA
^NQDXHKN|NASDAQ AlphaDEX Hong Kong Net Total Return Index|NIM|USA
7D4G.Z|EURO VOL TARGET EUR|ZRH|Switzerland
^AGEM-IV|EGShares GEMS Composite ETF IIV|SNP|USA
^YHOH702|||
PTUT.NX|PSI UTILITIES|ENX|Europe
ZZK5.Z|ESTX50BUYWREUR|ZRH|Switzerland
^VINXBDKKPI|VINX Benchmark DKK_PI|NIM|USA
^TV.PK|Volume in 000's|PNK|USA
^NQUSB5373JPY|NQ US Bnchmk Broadline Rtlrs JP|NIM|USA
^HX2790GI|HX2790GI/OMXH INDEX|HEL|Finland
^AXTJ|S&P;/ASX 200 Telecomms|ASX|Australia
^RT2RGSCDT|Russell Top 200 Consumer Discre|WCB|USA
^HX1700PI|HX1700PI/OMXH INDEX|HEL|Finland
I:BCOMHAT|Dow Jones-UBS Commodity Index A|SNP|USA
^DJSHMB|Dow Jones U.S. Select Home Cons|DJI|USA
^NQCA8000JPYN|NASDAQ Canada Financials JPY NT|NIM|USA
^NQEU1700EUR|NASDAQ Europe Basic Resources E|NIM|USA
^NQASPA8000LMCADT|NASDAQ ASPA Financials Large Mi|NIM|USA
IALAT.PA|AM.MSCI LAT.AM.INAV|PAR|France
^DJGALY|Dow Jones Global Alternative Yi|DJI|USA
X2D5.SG|INAVXM&MC; UCITS EUR|STU|Germany
^W2TEC|Dow Jones Global ex-U.S. Techno|DJI|USA
FTECP.L|FTSE ECPI Benchmark Index|LSE|UK
274D.DE|INAV DB X-T NIK EUR|GER|Germany
^EZXTR|DYNAMIC HEALTH CARE SECTOR INTE|NYS|USA
^DJUSCR|Dow Jones U.S. Computer Hardwar|DJI|USA
^NQEMEA6000LMGBPN|NASDAQ EMEA Telecom Large Mid C|NIM|USA
RNEXAP.L|FTSE E/N AP R NET|FSI|UK
D2AF.DE|DAXGLOBAL RUSSIA TR USD|GER|Germany
^NQMEA0001|NASDAQ MEA Oil & Gas Index|NIM|USA
^RUFSITRG|Russell Fundamental Singapore T|WCB|USA
SXW1ATOE.Z|STXG18A&P; EUR P|ZRH|Switzerland
Q8A.Z|STX400TRV&LSR; RT|ZRH|Switzerland
^BXM|Buy Write Monthly Index|CBO|USA
^NQRUSCJPYT|NASDAQ Russia Small Cap JPY TR |NIM|USA
^NQASPALMGBPT|NASDAQ ASPA Large Mid Cap GBP T|NIM|USA
^NQDMXKRLMT|Nasdaq DM Ex Korea Large Mid Ca|NIM|USA
^NQUSB7573LMJPYT|NQ US  Gas Distr Large Mid Cap |NIM|USA
^DJTFOBR|Dow Jones Food & Beverage Titan|DJI|USA
^NQUSS3722N|NQ US Sm Cap Durable Hhld Produ|NIM|USA
^RGNZ|Russell New Zealand|WCB|USA
SXG13P.Z|STXG30CHE EUR P|ZRH|Switzerland
CEETXUSD.VI|CEETX USD PR|VIE|Austria
ENVUG.NX|EN VIGEO UK 20 GR|ENX|Europe
WIMAL5000.L|FTSE MALAY CS|FSI|UK
MKDX.DE|MDAX KURSINDEX|GER|Germany
^DWDKD|Dow Jones Denmark Total Stock M|DJI|USA
WIZAF1750.FGI|FTSE ZAF IND METAL|FGI|UK
KOSPI200SECTOR-4.|||
WIXUKS4530.L|FTSE XUK-HEALTH|FSI|UK
^NQEMEA3700LMT|NASDAQ EMEA Psnl & Hhld Goods L|NIM|USA
FREX.DE|REX GESAMT K-IN.|GER|Germany
^NQEMEU8300AUD|NASDAQ EM Europe Banks AUD Inde|NIM|USA
3BUQ.DE|DAXGLOB LAT AM US P|GER|Germany
^NQUSB2793EURN|NQ US Bnchmk Bus Trng & Empl Ag|NIM|USA
^NQCI3HPAER|NASDAQ Commodity 3rd Hold Palla|NIM|USA
SXTRUE1H.Z|STXT100% USD GR|ZRH|Switzerland
^NQGB8000EUR|NASDAQ UK Financials EUR Index|NIM|USA
^SPGSFCP|S&P; GSCI Feeder Cattle Index Ex|SNP|USA
V3B2.DE|VSMI FEB 02|GER|Germany
LCXNBR.Z|STXEEXBKSLA200EURNR|ZRH|Switzerland
^SHBOMXBANK|OMX/SHBOMXBANK|STO|Sweden
WIEXBXKS4000.L|FTSE EXX - HEALTHCA|FSI|UK
ISGQI.NX|LYXOR SGQI|ENX|Europe
^NQG4000GBPT|NASDAQ Global Health Care GBP T|NIM|USA
WIXSAFS0530.FGI|FTSE XSA- OIL&GASPR;|FGI|UK
WIKOR6530.L|FTSE KOR-TELEC SVS|FSI|UK
^NQKR3000LMJPYN|NASDAQ Korea Cnsmr Goods Lg Md |NIM|USA
WINLD4530.L|FTSENETHHEALTHE&SI;|FSI|UK
^NQDMXKRJPY|Nasdaq DM Ex Korea JPY|NIM|USA
X2EE.DE|INAV SGSEFIW GBP|GER|Germany
^NQUSS2797GBPT|NQ US Sm Cap Ind Suppliers GBP |NIM|USA
WIJPN7530.FGI|FTSE JPN-ELECTRICIT|FGI|UK
WIXUSAS0530.L|FTSE XUS -OIL&GASPR;|FSI|UK
^LXXR|S&P;/Case-Shiller CA-Los Angeles|SNP|USA
Q3C.Z|ESTXTMP&H; USD NR|ZRH|Switzerland
^NQJP3300CAD|NASDAQ Japan Auto & Parts CAD I|NIM|USA
^NQDKLCGBP|NASDAQ Denmark Large Cap GBP In|NIM|USA
V1I3.DE|VDAX NEW SEPT 03|GER|Germany
^NQUSB8675|NQ US Bnchmk Specialty REITs In|NIM|USA
^NQCIPLER|NASDAQ Commodity Platinum Index|NIM|USA
^SPGTAQUE|S&P; Global Water Index (EURO)|SNP|USA
399110.SZ|SZSE AGRICULTURE ID|SHZ|China
^AXQ|Settle - MRK Alpha Index|NIM|USA
^NQEM5700EURN|NASDAQ Emerging Travel & Leisur|NIM|USA
OMXSCAPGI.ST|OMXSCAPGI|STO|Sweden
X29Z.DE|INAV IS.MSCI EMU LC JPY|GER|Germany
^SP600-15104040|S&P; 600 - Precious Metals (Sub |SNP|USA
^NQUSB5752CADT|NQ US Bnchmk Gambling CAD TR In|NIM|USA
^SPGSAGSC|S&P; GSCI Agriculture Capped Com|SNP|USA
^SPGSBRP|S&P; GSCI Brent Crude Index Exce|SNP|USA
^NMX0530|FTSE 350 - OIL&GAS;|FSI|UK
^NQUSB7575LMCADT|NQ US  Mult-utly Large Mid Cap |NIM|USA
SXA75P.Z|STXAS12UTI EUR P|ZRH|Switzerland
^NQUSB8671LMAUDN|NQ US  Ind & Office REITs Lg Md|NIM|USA
^DWLAOGT|Dow Jones Latin America Oil & G|DJI|USA
^NQEURO1300GBPT|NASDAQ Eurozone Chemicals GBP T|NIM|USA
I:BUPBDE|Dow Jones-UBS Lead Subindex Eur|SNP|USA
^HX4500GI|HX4500GI/OMXH INDEX|HEL|Finland
^NQUSB9000LMEURN|NQ US  Tech Large Mid Cap EUR N|NIM|USA
^NQUSB2790AUDN|NQ US Bnchmk Support Svcs AUD N|NIM|USA
WICZH6000.L|FTSE CZE T|FSI|UK
^NQHKSCEURN|NASDAQ Hong Kong Small Cap EUR |NIM|USA
^TWMDVP|TWM Deep Value Index|SNP|USA
^JKSE|Jakarta Composite Index|JKT|Indonesia
27790384.DE|LEVDAX X9 (PR) EUR|GER|Germany
^DJETS|Dow Jones Emerging Markets Tele|DJI|USA
^NQEURO3300LMJPYT|NASDAQ Eurozone Auto & Parts Lg|NIM|USA
XEF4.DE|DAX+ MINVR JP USD P|GER|Germany
^CASE30|EGX 30 INDEX|CAI|Egypt
^HX1770GI|HX1770GI/OMXH INDEX|HEL|Finland
ENGRFIN.FGI|FTSE EPRA/NAREIT DE|FGI|UK
WIDEU7570.L|FTSE DEU-UTILITIES|FSI|UK
OMRXBONDALLMUN.ST|OMRXBONDALLMUN|STO|Sweden
^NQGB3000LMEURN|NASDAQ UK Cnsmr Goods Large Mid|NIM|USA
SBDR4Y.SW|SBI DOM BBB Y|EBS|Austria
^DJEEOE|Dow Jones Emerging Markets Oil |DJI|USA
XSKOC.IS|BIST KOCAELI|IST|Turkey
SXWNCHP.Z|STXG18XCH EUR P|ZRH|Switzerland
SXOPDQ.Z|STXE6C M DVP Q|ZRH|Switzerland
Q7X.Z|ESTXTMGER EUR NR|ZRH|Switzerland
V2C2.DE|VSTOXX MAERZ 02|GER|Germany
INISW.NX|ISHS ISLAM NAV|ENX|Europe
^NQUSB5330LMAUDN|NQ US  Food & Drug Rtlrs Lg Md |NIM|USA
I:BCOMCOCT|Dow Jones-UBS Brent Crude Subin|SNP|USA
^QAGX|NASDAQ OMX Global Agriculture T|NIM|USA
FRCM.PA|CAC CONSTRUCT & MAT|PAR|France
^NQKR0001LMGBPN|NASDAQ Korea Oil & Gas Large Mi|NIM|USA
WIZAF8630.L|FTSE SA - REIS|FSI|UK
^NQUSL8670AUDT|NQ US Lg Cap Real Estate Inv Tr|NIM|USA
^NQAUSCEURT|NASDAQ Australia Small Cap EUR |NIM|USA
^P1HCR|Dow Jones Asia/Pacific Health C|DJI|USA
^NQINLCAUDT|NASDAQ India Large Cap AUD TR I|NIM|USA
SXLV2L.Z|STXE LV200 USD P|ZRH|Switzerland
WIUSA0530.FGI|FTSE USA-OIL & GAS|FGI|UK
^NQSXY|SmartX NASDAQ Quality Dividend |NIM|USA
000094.SS|SSE Upstream Industry Index Ind|SHH|Australia
^NQEM3000LMCADN|NASDAQ EM Cnsmr Goods Lg Md Cap|NIM|USA
AEXEW.AS|AEX EQUAL WEIGHT|AMS|Netherlands
^CX4570PI|CX4570PI/OMXC INDEX|CPH|Denmark
^NQDMXKRLMEURT|Nasdaq DM Ex Korea Large Mid Ca|NIM|USA
^NQDMASIA3700LMN|NASDAQ DM Asia Psnl & Hhld Good|NIM|USA
WIXUSAS9530.FGI|FTSE XUS-SOFTWARE|FGI|UK
^NQSE1000EURN|NASDAQ Sweden Basic Matls EUR N|NIM|USA
FN7000PI.ST|FN7000PI/FIRSTN|STO|Sweden
^NQMAMCAUDN|NASDAQ Morocco Mid Cap AUD NTR |NIM|USA
^DJLHECH|Dow Jones U.S. Large Cap Health|DJI|USA
^NQCNMCJPYT|NASDAQ China Mid Cap JPY TR Ind|NIM|USA
^CEMPRET|CEMP U.S. REIT 100 Volatility W|SNP|USA
^NQJP7000AUD|NASDAQ Japan Utilities AUD Inde|NIM|USA
^NQNA1000LMAUD|NASDAQ N America Basic Matls Lg|NIM|USA
^NQSG0001T|NASDAQ Singapore Oil & Gas TR I|NIM|USA
^NQUSL3760JPY|NQ US Lg Cap Psnl Goods JPY Ind|NIM|USA
SCXEUV.Z|STXEXERSMUSDGR|ZRH|Switzerland
^NQUSB3535EURT|NQ US Bnchmk Distillers & Vintn|NIM|USA
^NQG5700AUDT|NASDAQ Global Travel & Leisure |NIM|USA
^WOWAX|World Water Total Return Index |SNP|USA
^NQUSB3724LMJPYN|NQ US  Nondrble Hhld Products L|NIM|USA
^NQKR4000AUDN|NASDAQ Korea Health Care AUD NT|NIM|USA
^NQJP8700LMJPYN|NASDAQ Japan Financial Svcs Lg |NIM|USA
^NQDMASIA8700JPY|NASDAQ DM Asia Financial Svcs J|NIM|USA
BVL.LS|PSI ALL-SHARE|LIS|Portugal
^NQIN0001LMT|NASDAQ India Oil & Gas Large Mi|NIM|USA
4N5T.DE|DAXSUB ALL CSEL K|GER|Germany
STR15P.SW|SBI AAA-BBB 15+ P|EBS|Austria
SXBBCL.Z|STXBRIC1 USD P|ZRH|Switzerland
SAION.SW|SWISS AI ON|EBS|Austria
^NQTH8000T|NASDAQ Thailand Financials TR I|NIM|USA
^ERAEMEUT|Enhanced RAFI Emerging Markets |SNP|USA
^NQUSL0570CADT|NQ US Lg Cap Oil Eqpt, Svcs & D|NIM|USA
KOSPI-19.KS|KOSPI Transport & Storage Index|KSC|Korea
^BCOMENTR|BBG EneT|WCB|USA
^NQUSS1300AUDT|NQ US Sm Cap Chemicals AUD TR I|NIM|USA
RUMBITRL3.RS|RUMBITRL3|RUS|Russia
IPOSEC.L|FTSE Renaissance EMEA IPO Cappe|LSE|UK
^NQDMXNAXKRLMAUD|Nasdaq DM Ex NA Ex Korea Large |NIM|USA
^VINX1300DKKNI|VINX Chemicals DKK NI|NIM|USA
^NQMEA3700AUD|NASDAQ MEA Psnl & Hhld Goods AU|NIM|USA
^NQIN0001LMAUD|NASDAQ India Oil & Gas Large Mi|NIM|USA
^NQESSCJPYT|NASDAQ Spain Small Cap JPY TR I|NIM|USA
^ORE|ISE GLOBAL PLATINUM|CBO|USA
^NQDM9000LMN|NASDAQ Developed Tech Large Mid|NIM|USA
HSITHI.HK|HANG SENG IT HARDWARE INDEX|HKG|Hong Kong
^NQGSCI|NASDAQ Global Small Cap Index|NIM|USA
^TECDAX|TECDAX|GER|Germany
^NQUSL8770GBPT|NQ US Lg Cap Financial Svcs Sec|NIM|USA
^NQINN|NASDAQ India NTR Index|NIM|USA
SXGSRR.Z|STXGLB SH 100EUR NR|ZRH|Switzerland
WITWN8630.FGI|FTSE TWN REIS|FGI|UK
VVXJ4.DE|VDAX OKTOBER 2014|GER|Germany
I:BCOMDY|Dow Jones-UBS Commodity Index Y|SNP|USA
^NQUSS3726EURN|NQ US Sm Cap Furnishings EUR NT|NIM|USA
^NQTH7000EUR|NASDAQ Thailand Utilities EUR I|NIM|USA
^VINXSCSEKGI|VINX Small Cap SEK GI|NIM|USA
^NQUSS2790CADT|NQ US Sm Cap Support Svcs CAD T|NIM|USA
^NQG1700|NASDAQ Global Basic Resources I|NIM|USA
^NQHKLMAUD|NASDAQ Hong Kong Large Mid Cap |NIM|USA
SN15ND.SW|SBI DNG AAA-AA1-15D|EBS|Austria
50030200.MA|TEXTIL VESTIDO Y CA|MAD|Spain
09I2.DE|XPECT CV EW 1940-1944 M2|GER|Germany
^NQPHMCCADN|NASDAQ Philippines Mid Cap CAD |NIM|USA
EB5300.FGI|FTSEURO EURO RETAIL|FGI|UK
V1H3.DE|VDAX NEW AUG 03|GER|Germany
SBGM7Y.SW|SBI DOM GOV M 7 Y|EBS|Austria
^DJIMI|Dow Jones Islamic Market World |DJI|USA
^NQDMXUS8000JPYN|NASDAQ DM Ex US Financials JPY |NIM|USA
^NQUSL9537JPYT|NQ US Lg Cap Software JPY TR In|NIM|USA
WIXUSAS1000.L|FTSE XUS - BASICMAT|FSI|UK
^NQEMEA8500LMJPY|NASDAQ EMEA Ins Large Mid Cap J|NIM|USA
^NQNA1300JPYT|NASDAQ N America Chemicals JPY |NIM|USA
STA57Y.SW|SBI AAA-A 5-7 Y|EBS|Austria
INCB5.PA|CAS.ETF MS.EUR INAV|PAR|France
HSX.VI|HUMAN SIG USD|VIE|Austria
^DWDVCS|Dow Jones Global Developed Cons|DJI|USA
^WTGNR|Wisdom Tree Global Natural Reso|SNP|USA
^NQDM8500LMCADT|NASDAQ Developed Ins Large Mid |NIM|USA
SGCPXONV.Z|STX GCP X ON VOL|ZRH|Switzerland
WIAUT7530.FGI|FTSE AUT-ELECTRICIT|FGI|UK
^NQUSB5753CADT|NQ US Bnchmk Hotels CAD TR Inde|NIM|USA
^SP600V|S&P; Small Cap 600 Value|SNP|USA
^NQUSS0570AUDN|NQ US Sm Cap Oil Eqpt, Svcs & D|NIM|USA
X29F.DE|INAVDBSMI CHF|GER|Germany
^NQUSL8771JPYT|NQ US Lg Cap Asset Managers JPY|NIM|USA
^NQG2000LMT|NASDAQ Global Inds Large Mid Ca|NIM|USA
^BKCDKT|BNY Mellon Denmark Classic ADR |SNP|USA
Q2R.Z|STXETMRTL EURNR|ZRH|Switzerland
11888308.SG|MAR VEC.RA.EARP USD|STU|Germany
CEESEG-TD-NTR-USD|||
Q52.Z|ESTXTMF&D; USD NR|ZRH|Switzerland
^NQEGSCJPYT|NASDAQ Egypt Small Cap JPY TR I|NIM|USA
C7000P.SW|SWX ID UTILITIES PR|EBS|Austria
^NQUSL2753AUD|NQ US Lg Cap Comml Vehicles & T|NIM|USA
J537.L|FTSE/JSE SA General Retailers I|LSE|UK
^NQUSB1770LMN|NQ US  Mining Large Mid Cap NTR|NIM|USA
MC3L.PA|MC3L INDEX|PAR|France
WIGBR3570.FGI|FTSE GBR-FOOD PRODU|FGI|UK
^XTRRCE|UBS Bloomberg CMCI Rough Rice H|WCB|USA
^NQG3500GBPT|NASDAQ Global Food & Beverage G|NIM|USA
000098.SS|SSEF 200 Index|SHH|Australia
^NQUSB3000LMAUDN|NQ US  Cnsmr Goods Large Mid Ca|NIM|USA
^IMUSM|Dow Jones Islamic Market U.S. M|DJI|USA
21656116.DE|INAVCORBONDHEDGEGBP|GER|Germany
^NQHKSCT|NASDAQ Hong Kong Small Cap TR I|NIM|USA
KRXSECTOR-2I.KS|KRX Semiconductor Sector Indica|KSC|Korea
SG110P.SW|SBI DG AAA-BBB1-10P|EBS|Austria
^NQUSM3745JPYT|NQ US Md Cap Recreational Produ|NIM|USA
^DJUBXETR|Dow Jones-UBS ExEnergy Subindex|DJI|USA
^DJUBRKW|Dow Jones-UBS Roll Select Kansa|DJI|USA
^NQHKLCCADT|NASDAQ Hong Kong Large Cap CAD |NIM|USA
WIAMERS3000.L|FTSE AM - CONSM GD|FSI|UK
WIXUSAS5000.L|FTSE XUS - CONSSER|FSI|UK
SXA95GV.Z|STXAS12TEC USD GR|ZRH|Switzerland
^NQUSM8771JPY|NQ US Md Cap Asset Managers JPY|NIM|USA
^DJIGRC|Dow Jones Islamic Market Greate|DJI|USA
^NQEMASIA3500LM|NASDAQ EM Asia Food & Beverage |NIM|USA
^NQEMKRLMJPYT|Nasdaq EM Plus Korea Large Mid |NIM|USA
^NQIN0001LMCAD|NASDAQ India Oil & Gas Large Mi|NIM|USA
WIXSAFS8530.FGI|FTSE XSA - NLIFEINS|FGI|UK
^MSININRP|Morningstar India Index PR INR|SNP|USA
^RUFGELL|Russell Fundamental Emerging La|WCB|USA
NQCICLER.ST|NQ CMMDTY CRD OILER|STO|Sweden
^RUFNZNUS|Russell Fundamental New Zealand|WCB|USA
^NQASPAXJPAUDT|NASDAQ ASPA Ex Japan AUD TR Ind|NIM|USA
^DJUSCX|Dow Jones U.S. Specialty Chemic|DJI|USA
XBBSF.Z|STXETMSM EUR P|ZRH|Switzerland
KRXSECTOR-13I.KS|KRX ShipBuilding Indicative Ind|KSC|Korea
WIXEBS6530.L|FTSE XEB - FIXLINE|FSI|UK
^NQKR0001T|NASDAQ Korea Oil & Gas TR Index|NIM|USA
^OMXSBPI|OMXSB/OMXS INDEX|STO|Sweden
^NQEMEA2000JPYT|NASDAQ EMEA Inds JPY TR Index|NIM|USA
UGNA.FGI|UGNA NORTH AM X USD|FGI|UK
EPD.TW|TSEC electronic products distri|TAI|Taiwan
^RUATR|Russell 3000 Total Return|WCB|USA
^DUWHDF|Dow Jones-UBS Wheat Subindex Sw|DJI|USA
^NQNZMCCAD|NASDAQ New Zealand Mid Cap CAD |NIM|USA
^BUSBDFT|BBGSugSICHFHdgDT|WCB|USA
WIEXUKS1770.FGI|FTSE WRLD EUR-MIN|FGI|UK
SDA35Y.SW|SBI DOM AAA-A 3-5 Y|EBS|Austria
^NQCL2000AUDT|NASDAQ Chile Inds AUD TR Index|NIM|USA
^NQPHLMT|NASDAQ Philippines Large Mid Ca|NIM|USA
INCSW.PA|CASAM SWITZ. INAV|PAR|France
^SP5LVEUP|S&P; 500 Low Volatility Enhanced|SNP|USA
^NQDMEU0001GBPT|NASDAQ DM Europe Oil & Gas GBP |NIM|USA
^NQDMASPA0001EURN|NASDAQ DM ASPA Oil & Gas EUR NT|NIM|USA
^NQDMXUSXKRLCEURT|Nasdaq DM Ex US Ex Korea Large |NIM|USA
S71IDY.SW|SBI CORP IND DOM Y|EBS|Austria
^XMCEER|UBS Bloomberg CMCI Composite He|WCB|USA
^NQUSL0570GBPT|NQ US Lg Cap Oil Eqpt, Svcs & D|NIM|USA
^NQEMEULCJPYN|NASDAQ EM Europe Large Cap JPY |NIM|USA
29787754.SG|X5DALOUSDSHEURUSD|STU|Germany
^NQSE5000GBPN|NASDAQ Sweden Cnsmr Svcs GBP NT|NIM|USA
SM105Y.SW|SBI SWISSPB 10-15 Y|EBS|Austria
^NQUSL0530CADN|NQ US Lg Cap Oil & Gas Producer|NIM|USA
OMXSUSTAINNCPI.ST|OMXSUSTAINNCPI/OMXG|STO|Sweden
^NQUSB9570LMEURN|NQ US  Tech Hardware & Eqpt Lg |NIM|USA
RB89.L||LSE|UK
YY3U.Z|ESTX50RC20%EUR|ZRH|Switzerland
445N.DE|DAXGLOB LATAM GB NR|GER|Germany
IPOS.L|FTSE Renaissance US IPO Index|LSE|UK
^NQLA5700GBPN|NASDAQ Lat America Travel & Lei|NIM|USA
^NQIT5000GBP|NASDAQ Italy Cnsmr Svcs GBP Ind|NIM|USA
^SPXMDUP|S&P; 500 Managed Distribution In|SNP|USA
^NQKR0001LMKRWT|NASDAQ Korea Oil & Gas Large Mi|NIM|USA
^DJIMTRT|Dow Jones Islamic Market Turkey|DJI|USA
^NQUSB4573JPYT|NQ US Bnchmk Biotech JPY TR Ind|NIM|USA
^NQBRIC6000CADT|NASDAQ BRIC Telecom CAD TR Inde|NIM|USA
^SHBOMXVERK|OMX/SHBOMXVERK|STO|Sweden
X2DF.DE|INAVIS ESEXF JPY|GER|Germany
^NQEURO5700|NASDAQ Eurozone Travel & Leisur|NIM|USA
^NQBR7000EUR|NASDAQ Brazil Utilities EUR Ind|NIM|USA
^NQTRMCAUDN|NASDAQ Turkey Mid Cap AUD NTR I|NIM|USA
SDA57Y.SW|SBI DOM AAA-A 5-7 Y|EBS|Austria
^NQNL2000LMEUR|NASDAQ Netherlands Inds Lg Md C|NIM|USA
^DJUSDIVT|Dow Jones U.S. Dividend 100 Tot|DJI|USA
^NQEULMJPYT|NASDAQ Europe Large Mid Cap JPY|NIM|USA
4Q7K.DE|INAV DJS600 TECH EU|GER|Germany
^ZAXDRTR|Zacks Dividend Rotation Index (|NYS|USA
^NQIBIS|NASDAQ IBIS Focused Growth Inde|NIM|USA
SXPH.Z|STXE6XUKBAR USD P|ZRH|Switzerland
EVAR.EX|ESTX50 VAR FUT|EUX|Germany
^RMCCVTR|Russell Midcap Value Total Retu|WCB|USA
KOSPI50EW-I.KS|KOSPI-50 Equally Weighted Estim|KSC|Korea
^SPXLTBUT|S&P; 500 Low Volatility Target B|SNP|USA
04ZW.Z|STXDMTMSMALL USD GR|ZRH|Switzerland
BELXB.BR|BEL 20 XBEAR|BRU|Belgium
WIKOR8350.FGI|FTSE KOR - BANKS|FGI|UK
WINLD4530.FGI|FTSENETHHEALTHE&SI;|FGI|UK
EPRE.FGI|FTSE E/N DVEURES|FGI|UK
^XAU|PHLX Gold/Silver Sector|NIM|USA
SXREAL.Z|STXGL RE USD PR|ZRH|Switzerland
^DJUBSAL6|Dow Jones-UBS Aluminum Subindex|DJI|USA
^NQDMMEASCT|NASDAQ DM MEA Small Cap TR Inde|NIM|USA
^NQNA4000EUR|NASDAQ N America Health Care EU|NIM|USA
WIISR9570.FGI|FTSE ISR-INFO TEC H|FGI|UK
^NQUSS1777CADN|NQ US Sm Cap Gold Mining CAD NT|NIM|USA
^NQTR8000LMAUDT|NASDAQ Turkey Financials Lg Md |NIM|USA
FRAD.NX|CAC AEROS & DEFENSE|ENX|Europe
^NQJP1700EUR|NASDAQ Japan Basic Resources EU|NIM|USA
WICAN7570.L|FTSE CAN-UTILITIES|FSI|UK
XBCGG.Z|ESTXTMSM EUR NR|ZRH|Switzerland
^NQDMEU3300T|NASDAQ DM Europe Auto & Parts T|NIM|USA
^DJEHKT|Dow Jones Emerging Markets Heal|DJI|USA
X23D.DE|INAV DBXMSCIJAP EUR|GER|Germany
X29P.DE|INAVISHIINTUCITJPY|GER|Germany
^NQAU4000GBP|NASDAQ Australia Health Care GB|NIM|USA
