Ticker|Name|Exchange|Country
EYH18-2.SI|EY future for March 2018, being|SES|Singapore
M58FX19-2.SI|M58F future for November 2019, |SES|Singapore
QSVFZ4.EX|QSVF DEC 14        |EUX|Germany
NDZ18-C.SI|||
RCLFU5.EX|RCLF SEP 15        |EUX|Germany
STQ15-2.SI|ST future for August 2015, bein|SES|Singapore
R2:AFLU3T.SA|AFLUENTE    ON|SAO|Brazil
ADPFX5.EX|ADPF NOV 15        |EUX|Germany
B2SNZ5.EX|B2SN DEC 15        |EUX|Germany
CLU1524-C.BO|||
HQZ6.AX|Base Load Electricity Strip Que|ASX|Australia
ARZ6.AX|S&P;/ASX 200 Resources Index Fut|ASX|Australia
S2EJZ6.EX|S2EJ DEC 16/N      |EUX|Germany
NGG1625-C.BO|||
HNRIF6.EX|HNRI JAN 16        |EUX|Germany
STM5H.MDD|STMICR AUG 15      |MDD|
NKM19-2.SI|NK future for June 2019, being |SES|Singapore
FEU3U7.EX|FEU3 SEP 17        |EUX|Germany
IRSU6.AX|90-Day Bank Accepted Bills Sept|ASX|Australia
IESIU5.EX|IESI SEP 15        |EUX|Germany
GXI7.AX|Victorian Wholesale Gas Futures|ASX|Australia
LTH1631-C.BO|||
BKN1530-C.BO|||
R2:VIGR3T.SA|VIGOR FOOD  ON      NM|SAO|Brazil
UCG5K.MDD|UNICRE NOV 15      |MDD|
R2:TIBR3T.SA|MILLENNIUM  ON|SAO|Brazil
S2QUZ5.EX|S2QU DEC 15        |EUX|Germany
NKH1631-C.BO|||
ACRIF5.EX|ACRI JAN 15        |EUX|Germany
FD3DZ9.EX|FD3D DEC 19        |EUX|Germany
2SPM6A.MDD|SAIPEM JAN 16      |MDD|
TWM18-C.SI|||
PPA16L.AT|PPA DEC 16         |ATH|Greece
1BNP5L.MDD|1BNP DEC 15        |MDD|
ELVGJ5.EX|ELVG APR 15        |EUX|Germany
BQH6.AX|Base Load Electricity Futures Q|ASX|Australia
ELU1524-C.BO|||
WME6.AX|Eastern Australia Wheat futures|ASX|Australia
SM1616-C.BO|||
GVZ5.AX|Base Load Quarterly $300 Cap El|ASX|Australia
HENGH6.EX|HENG MAR 16        |EUX|Germany
R2:BFRE11T.SA|BRAZILIAN FRPRA|SAO|Brazil
ESQ5.AX|Base Load Calender Month Electr|ASX|Australia
N2OVZ7.EX|N2OV DEC 17        |EUX|Germany
APF16-2.SI|AP future for January 2015, bei|SES|Singapore
CNV15-C.SI|||
IBA7.AX|30 Day Interbank Cash Rate Futu|ASX|Australia
THZ16-C.SI|||
CGMFG6.EX|CGMF FEB 16        |EUX|Germany
B2PZ8.EX|B2P DEC 18         |EUX|Germany
HSM7.AX|Base Load Electricity Strip Sou|ASX|Australia
TEQFZ5.EX|TEQF DEC 15        |EUX|Germany
ICA5I.ST|ICARES SEP 15      |STO|Sweden
S2REZ5.EX|S2RE DEC 15        |EUX|Germany
BNC8.AX|Base Load Electricity Futures N|ASX|Australia
USX6.AX|Australian Sorghum November 201|ASX|Australia
FESXZ5.EX|FESX DEC 15        |EUX|Germany
ILH1631-C.BO|||
LPFF16-C.SI|||
OPAP15I.AT|OPAP SEP 15        |ATH|Greece
B2ARZ5.EX|B2AR DEC 15        |EUX|Germany
INU16-C.SI|||
