Ticker|Name|Exchange|V4
AUGLE.SW|GLEICH VORT.|EBS|NA
TWDKES=X|TWD/KES|CCY|NA
GBPSRD=X|GBP/SRD|CCY|NA
HUFMXN=X|HUF/MXN|CCY|NA
QARXDR=X|QAR/XDR|CCY|NA
CHFCZK=X|CHF/CZK|CCY|NA
LVLTRY=X|LVL/TRY|CCY|NA
AUDSYP=X|AUD/SYP|CCY|NA
CHFLTL=X|CHF/LTL|CCY|NA
BHD=X|USD/BHD|CCY|NA
19754261.SW|SILBER 999/1000    |EBS|NA
PLNXDR=X|PLN/XDR|CCY|NA
INRQAR=X|INR/QAR|CCY|NA
GBPRUB=X|GBP/RUB|CCY|NA
KESISK=X|KES/ISK CROSS|CCY|NA
2218017=X|CHF/SBD|CCY|NA
EUR-BHD.F|EUR/BHD|FRA|NA
CADDOP=X|CAD/DOP|CCY|NA
JPYHNL=X|JPY/HNL|CCY|NA
TOPEUR=X|TOP/EUR|CCY|NA
THBKRW=X|THB/KRW|CCY|NA
XF000EURPEN5.SG|EUR/PEN|STU|NA
DKKOMR=X|DKK/OMR|CCY|NA
SARUSD=X|SAR/USD|CCY|NA
OMREGP=X|OMR/EGP|CCY|NA
TNDLKR=X|TND/LKR|CCY|NA
FJDGBP=X|FJD/GBP|CCY|NA
SEKCAD=X|SEK/CAD|CCY|NA
TRYQAR=X|TRY/QAR|CCY|NA
19666223.SW|SILVER COINS 1 KG|EBS|NA
FJDDKK=X|FJD/DKK|CCY|NA
IDEPM.MDD|ELECTR. PEAKLOAD M|MDD|NA
EURUGX=X|EUR/UGX|CCY|NA
JPYVUV=X|JPY/VUV|CCY|NA
RSDEUR=X|RSD/EUR|CCY|NA
HKDKRW=X|HKD/KRW|CCY|NA
BWPTND=X|BWP/TND|CCY|NA
XPFGBP=X|XPF/GBP|CCY|NA
RUBMUR=X|RUB/MUR|CCY|NA
CADSDG=X|CAD/SDG|CCY|NA
2219069=X|CAD/SBD|CCY|NA
19838330.SW|SILBER 999/1000|EBS|NA
CZKEGP=X|CZK/EGP|CCY|NA
JPYGTQ=X|JPY/GTQ|CCY|NA
JODSAR=X|JOD/SAR|CCY|NA
KYDCHF=X|KYD/CHF|CCY|NA
ZARSGD=X|ZAR/SGD|CCY|NA
DKKTND=X|DKK/TND|CCY|NA
CZKTWD=X|CZK/TWD|CCY|NA
CNYCZK=X|CNY/CZK|CCY|NA
GELLVL=X|GEL/LVL FIXING|CCY|NA
LKRAED=X|LKR/AED|CCY|NA
LBP=X|USD/LBP|CCY|NA
MVREUR=X|MVR/EUR|CCY|NA
KWDCNY=X|KWD/CNY|CCY|NA
EGPLVL=X|EGP/LVL|CCY|NA
SEKJPY=X|SEK/JPY|CCY|NA
EURBSD=X|EUR/BSD|CCY|NA
ISKCNY=X|ISK/CNY|CCY|NA
GHSARS=X|GHS/ARS|CCY|NA
AUDAED=X|AUD/AED|CCY|NA
CLPKRW=X|CLP/KRW|CCY|NA
KESTRY=X|KES/TRY|CCY|NA
AEDSEK=X|AED/SEK|CCY|NA
DKKPKR=X|DKK/PKR|CCY|NA
AUDKRW=X|AUD/KRW|CCY|NA
GHSKWD=X|GHS/KWD|CCY|NA
QARLVL=X|QAR/LVL|CCY|NA
ILSHUF=X|ILS/HUF|CCY|NA
MYRCLP=X|MYR/CLP|CCY|NA
EUR-XAF.F|EUR/XAF|FRA|NA
ISKILS=X|ISK/ILS|CCY|NA
GBPBGN=X|GBP/BGN|CCY|NA
29134353=X|PKR/NOK|CCY|NA
BHDOMR=X|BHD/OMR|CCY|NA
NOKSGD=X|NOK/SGD|CCY|NA
DKKILS=X|DKK/ILS|CCY|NA
GMDGBP=X|GMD/GBP|CCY|NA
GBPXDR=X|GBP/XDR|CCY|NA
AUDJOD=X|AUD/JOD|CCY|NA
NZDSGD=X|NZD/SGD|CCY|NA
CNYEGP=X|CNY/EGP|CCY|NA
LTLKES=X|LTL/KES|CCY|NA
PHPMYR=X|PHP/MYR|CCY|NA
PHPLKR=X|PHP/LKR|CCY|NA
XAG=X|SILVER 1 OZ 999 NY|CCY|NA
MUROMR=X|MUR/OMR|CCY|NA
NOKTHB=X|NOK/THB|CCY|NA
CADTHB=X|CAD/THB|CCY|NA
XDRNOK=X|XDR/NOK|CCY|NA
CHFLRD=X|CHF/LRD|CCY|NA
DOPUSD=X|DOP/USD|CCY|NA
THBMXN=X|THB/MXN|CCY|NA
RUBHKD=X|RUB/HKD|CCY|NA
HKDTWD=X|HKD/TWD|CCY|NA
BRLILS=X|BRL/ILS|CCY|NA
29134363=X|UYU/BRL|CCY|NA
IDRISK=X|IDR/ISK|CCY|NA
BZDEUR=X|BZD/EUR|CCY|NA
22372096.SW|VIANDANTE GOLD |EBS|NA
XF000EURTRY6.SG|EUR/TRY FIXING|STU|NA
NZDXDR=X|NZD/XDR|CCY|NA
TRYLVL=X|TRY/LVL|CCY|NA
AUDPEN=X|AUD/PEN|CCY|NA
SRDGBP=X|SRD/GBP|CCY|NA
EUR-TMM.F|EUR/TMM|FRA|NA
AEDHKD=X|AED/HKD|CCY|NA
GBPKRW=X|GBP/KRW|CCY|NA
JPYQAR=X|JPY/QAR|CCY|NA
LKRQAR=X|LKR/QAR|CCY|NA
AUDTHB=X|AUD/THB|CCY|NA
GHSPHP=X|GHS/PHP|CCY|NA
XPFUSD=X|XPF/USD|CCY|NA
BMDGBP=X|BMD/GBP|CCY|NA
THBCLP=X|THB/CLP|CCY|NA
SEKPKR=X|SEK/PKR|CCY|NA
MADZAR=X|MAD/ZAR|CCY|NA
KRWRUB=X|KRW/RUB|CCY|NA
GNF=X|USD/GNF|CCY|NA
AEDJOD=X|AED/JOD|CCY|NA
CHFNGN=X|CHF/NGN|CCY|NA
29134354=X|PLN/CZK|CCY|NA
JODSEK=X|JOD/SEK|CCY|NA
RUBJPY=X|RUB/JPY|CCY|NA
QAREGP=X|QAR/EGP|CCY|NA
CHFPYG=X|CHF/PYG|CCY|NA
GHSHUF=X|GHS/HUF|CCY|NA
AUDERN=X|AUD/ERN|CCY|NA
DZDUSD=X|DZD/USD|CCY|NA
KESMXN=X|KES/MXN|CCY|NA
BWPARS=X|BWP/ARS|CCY|NA
AEDINR=X|AED/INR|CCY|NA
HKDLTL=X|HKD/LTL|CCY|NA
QARIDR=X|QAR/IDR|CCY|NA
CADKHR=X|CAD/KHR|CCY|NA
SGDEGP=X|SGD/EGP|CCY|NA
NGNCHF=X|NGN/CHF|CCY|NA
CADYER=X|CAD/YER|CCY|NA
THBKWD=X|THB/KWD|CCY|NA
MYRBMD=X|MYR/BMD|CCY|NA
PHPCZK=X|PHP/CZK|CCY|NA
OMRUSD=X|OMR/USD|CCY|NA
CHFUAH=X|CHF/UAH|CCY|NA
QARHUF=X|QAR/HUF|CCY|NA
PLNMAD=X|PLN/MAD|CCY|NA
PKRAED=X|PKR/AED|CCY|NA
AEDMXN=X|AED/MXN|CCY|NA
EURSEKFIX=X|EUR/SEK FIXING|CCY|NA
SRDCHF=X|SRD/CHF|CCY|NA
SVC=X|USD/SVC|CCY|NA
BOBPEN=X|BOB/PEN|CCY|NA
NZDTND=X|NZD/TND|CCY|NA
JPYMKD=X|JPY/MKD|CCY|NA
TWDIDR=X|TWD/IDR|CCY|NA
GBPGEL=X|GBP/GEL|CCY|NA
GHSZAR=X|GHS/ZAR|CCY|NA
GBPHUF=X|GBP/HUF|CCY|NA
ARSTHB=X|ARS/THB|CCY|NA
HKDLBP=X|HKD/LBP|CCY|NA
GBPAFN=X|GBP/AFN|CCY|NA
UYUCLP=X|UYU/CLP|CCY|NA
MURPHP=X|MUR/PHP|CCY|NA
RONBRL=X|RON/BRL|CCY|NA
GBPCZK=X|GBP/CZK|CCY|NA
EURINR=X|EUR/INR|CCY|NA
HNLGBP=X|HNL/GBP|CCY|NA
HRKCHF=X|HRK/CHF|CCY|NA
GBPINR=X|GBP/INR|CCY|NA
EUR-CVE.F|EUR/CVE|FRA|NA
BWPNGN=X|BWP/NGN|CCY|NA
EUR-BYR.F|EUR/BYR|FRA|NA
SARILS=X|SAR/ILS|CCY|NA
JPYFKP=X|JPY/FKP|CCY|NA
QARSAR=X|QAR/SAR|CCY|NA
BRLCLP=X|BRL/CLP|CCY|NA
INRHKD=X|INR/HKD|CCY|NA
GBPJMD=X|GBP/JMD|CCY|NA
JPYETB=X|JPY/ETB|CCY|NA
TRYMYR=X|TRY/MYR|CCY|NA
TOPGBP=X|TOP/GBP|CCY|NA
ISKKES=X|ISK/KES|CCY|NA
CLFUSD=X|CLF/USD|CCY|NA
EUR-BWP.F|EUR/BWP|FRA|NA
AUDAV.SW|DAVON GEHAND|EBS|NA
SRDUSD=X|SRD/USD|CCY|NA
GHSVND=X|GHS/VND|CCY|NA
PLNKES=X|PLN/KES|CCY|NA
EURCUP=X|EUR/CUP|CCY|NA
UGX=X|USD/UGX|CCY|NA
ILSTRY=X|ILS/TRY|CCY|NA
ILSJOD=X|ILS/JOD|CCY|NA
COP=X|USD/COP|CCY|NA
MYRTRY=X|MYR/TRY|CCY|NA
SEKOMR=X|SEK/OMR|CCY|NA
LKRTRY=X|LKR/TRY|CCY|NA
EURMWK=X|EUR/MWK|CCY|NA
ZARCLP=X|ZAR/CLP|CCY|NA
OSFX.EX|SILVER|EUX|NA
AUDHRK=X|AUD/HRK|CCY|NA
UYUVEF=X|UYU/VEF|CCY|NA
JPYHUF=X|JPY/HUF|CCY|NA
UZS=X|USD/UZS|CCY|NA
CHFNZD=X|CHF/NZD|CCY|NA
BRLCOP=X|BRL/COP|CCY|NA
TTDUSD=X|TTD/USD|CCY|NA
GBPQAR=X|GBP/QAR|CCY|NA
GBPSYP=X|GBP/SYP|CCY|NA
EURPAB=X|EUR/PAB|CCY|NA
RONTRY=X|RON/TRY|CCY|NA
BWPKES=X|BWP/KES|CCY|NA
SCRCHF=X|SCR/CHF|CCY|NA
PABUSD=X|PAB/USD|CCY|NA
MXNCOP=X|MXN/COP|CCY|NA
BWPBDT=X|BWP/BDT|CCY|NA
LTLCZK=X|LTL/CZK FIXING|CCY|NA
HG23.EX|HURRICANE FUTURES|EUX|NA
JPYHTG=X|JPY/HTG|CCY|NA
GBPCNY=X|GBP/CNY|CCY|NA
EURCRC=X|EUR/CRC|CCY|NA
CZKLBP=X|CZK/LBP|CCY|NA
KRWPKR=X|KRW/PKR|CCY|NA
JPYISK=X|JPY/ISK|CCY|NA
EURERN=X|EUR/ERN|CCY|NA
EURTMT=X|EUR/TMT|CCY|NA
KRWBWP=X|KRW/BWP|CCY|NA
IDRLKR=X|IDR/LKR|CCY|NA
GBPMDL=X|GBP/MDL|CCY|NA
GBPVUV=X|GBP/VUV|CCY|NA
MOPHKD=X|MOP/HKD|CCY|NA
EUR-GIP.F|EUR/GIP|FRA|NA
HUFISK=X|HUF/ISK|CCY|NA
EUR-DKK.F|EUR/DKK|FRA|NA
MURTWD=X|MUR/TWD|CCY|NA
EGPTRY=X|EGP/TRY|CCY|NA
KWDTND=X|KWD/TND|CCY|NA
CZKLTL=X|CZK/LTL|CCY|NA
CHFUZS=X|CHF/UZS|CCY|NA
ZARAUD=X|ZAR/AUD|CCY|NA
EURLVL=X|EUR/LVL|CCY|NA
HUFDKK=X|HUF/DKK|CCY|NA
BZDCHF=X|BZD/CHF|CCY|NA
GBPMVR=X|GBP/MVR|CCY|NA
MXNCHF=X|MXN/CHF|CCY|NA
EURAED=X|EUR/AED|CCY|NA
GBPALL=X|GBP/ALL|CCY|NA
GBPDZD=X|GBP/DZD|CCY|NA
CHFGMD=X|CHF/GMD|CCY|NA
EURPKR=X|EUR/PKR|CCY|NA
CZKMYR=X|CZK/MYR|CCY|NA
19751807.SW|GOLD 999.9/1000    |EBS|NA
SGDBOB=X|SGD/BOB|CCY|NA
OMRLVL=X|OMR/LVL|CCY|NA
LVLRUB=X|LVL/RUB|CCY|NA
GHSSGD=X|GHS/SGD|CCY|NA
KWDCZK=X|KWD/CZK|CCY|NA
CADPEN=X|CAD/PEN|CCY|NA
DEM=X|USD/DEM|CCY|NA
MOPCAD=X|MOP/CAD|CCY|NA
EGPTWD=X|EGP/TWD|CCY|NA
JPYAED=X|JPY/AED|CCY|NA
EURSAR=X|EUR/SAR|CCY|NA
SEKINR=X|SEK/INR|CCY|NA
CNY=X|USD/CNY|CCY|NA
HUFPLN=X|HUF/PLN|CCY|NA
BIF=X|USD/BIF|CCY|NA
CADLSL=X|CAD/LSL|CCY|NA
LKRTWD=X|LKR/TWD|CCY|NA
RSDGBP=X|RSD/GBP|CCY|NA
BWPUGX=X|BWP/UGX|CCY|NA
CADMRO=X|CAD/MRO|CCY|NA
EURKES=X|EUR/KES|CCY|NA
CNYINR=X|CNY/INR|CCY|NA
HKDBRL=X|HKD/BRL|CCY|NA
AEDISK=X|AED/ISK|CCY|NA
RUBCZK=X|RUB/CZK|CCY|NA
DKKSEK=X|DKK/SEK|CCY|NA
BHDUSD=X|BHD/USD|CCY|NA
DKKRON=X|DKK/RON|CCY|NA
HRKGBP=X|HRK/GBP|CCY|NA
JODPHP=X|JOD/PHP|CCY|NA
SGDMUR=X|SGD/MUR|CCY|NA
CNHTHB=X|CNH/THB|CCY|NA
MYRTHB=X|MYR/THB|CCY|NA
EUR-SVC.F|EUR/SVC|FRA|NA
EUR-GYD.F|EUR/GYD|FRA|NA
XDRUSD=X|XDR/USD|CCY|NA
EURFJD=X|EUR/FJD|CCY|NA
CADNZD=X|CAD/NZD|CCY|NA
SRD=X|USD/SRD|CCY|NA
GBPLBP=X|GBP/LBP|CCY|NA
PKREUR=X|PKR/EUR|CCY|NA
CNYKRW=X|CNY/KRW|CCY|NA
GHSNGN=X|GHS/NGN|CCY|NA
AEDJPY=X|AED/JPY|CCY|NA
PHPTND=X|PHP/TND|CCY|NA
COPMXN=X|COP/MXN|CCY|NA
ISKTHB=X|ISK/THB|CCY|NA
LVLPLN=X|LVL/PLN FIXING|CCY|NA
ILSPHP=X|ILS/PHP|CCY|NA
CNYHKD=X|CNY/HKD|CCY|NA
HKDTRY=X|HKD/TRY|CCY|NA
EONK.F|EUR/NOK FIXING|FRA|NA
QARPKR=X|QAR/PKR|CCY|NA
MADISK=X|MAD/ISK|CCY|NA
GBPKPW=X|GBP/KPW|CCY|NA
CADBSD=X|CAD/BSD|CCY|NA
SEKTWD=X|SEK/TWD|CCY|NA
GHSOMR=X|GHS/OMR|CCY|NA
RUBAMD=X|RUB/AMD|CCY|NA
NOKCZK=X|NOK/CZK|CCY|NA
19753805.SW|PLATIN 999.9/1000  |EBS|NA
OMR=X|USD/OMR|CCY|NA
KESHKD=X|KES/HKD|CCY|NA
BWPFJD=X|BWP/FJD|CCY|NA
MURMXN=X|MUR/MXN|CCY|NA
BTN=X|USD/BTN|CCY|NA
CADINR=X|CAD/INR|CCY|NA
CADHKD=X|CAD/HKD|CCY|NA
SGDHKD=X|SGD/HKD|CCY|NA
EURCZK=X|EUR/CZK|CCY|NA
LTLMUR=X|LTL/MUR|CCY|NA
VEFCAD=X|VEF/CAD|CCY|NA
BRLPEN=X|BRL/PEN|CCY|NA
CADBDT=X|CAD/BDT|CCY|NA
GBPAZN=X|GBP/AZN|CCY|NA
BAMEUR=X|BAM/EUR|CCY|NA
AWGEUR=X|AWG/EUR|CCY|NA
RONCAD=X|RON/CAD|CCY|NA
MYRBOB=X|MYR/BOB|CCY|NA
HUFZAR=X|HUF/ZAR|CCY|NA
TNDCZK=X|TND/CZK|CCY|NA
CZKHUF=X|CZK/HUF|CCY|NA
SVCUSD=X|SVC/USD|CCY|NA
INRUGX=X|INR/UGX|CCY|NA
JPYZMK=X|JPY/ZMK|CCY|NA
KESLKR=X|KES/LKR|CCY|NA
OMRIDR=X|OMR/IDR|CCY|NA
VEFEUR=X|VEF/EUR|CCY|NA
22372094.SW|VIANDANTE 5 SILBER|EBS|NA
EUR-OMR.F|EUR/OMR|FRA|NA
CNHTWD=X|CNH/TWD|CCY|NA
GBPMYR=X|GBP/MYR|CCY|NA
MXNHKD=X|MXN/HKD|CCY|NA
SEKDKK=X|SEK/DKK|CCY|NA
29134334=X|CLP/MXN|CCY|NA
CHFAFN=X|CHF/AFN|CCY|NA
ILSEUR=X|ILS/EUR|CCY|NA
CNYNOK=X|CNY/NOK|CCY|NA
GHSBRL=X|GHS/BRL|CCY|NA
CADISK=X|CAD/ISK|CCY|NA
JPYKYD=X|JPY/KYD|CCY|NA
CHFBWP=X|CHF/BWP|CCY|NA
MADKRW=X|MAD/KRW|CCY|NA
EURKPW=X|EUR/KPW|CCY|NA
JPYAFN=X|JPY/AFN|CCY|NA
JODGBP=X|JOD/GBP|CCY|NA
SGDKRW=X|SGD/KRW|CCY|NA
CHFCLP=X|CHF/CLP|CCY|NA
VUVCOP=X|VUV/COP|CCY|NA
SEKIDR=X|SEK/IDR|CCY|NA
TWDSAR=X|TWD/SAR|CCY|NA
SGDGBP=X|SGD/GBP|CCY|NA
JODAUD=X|JOD/AUD|CCY|NA
GBPOMR=X|GBP/OMR|CCY|NA
BOBVEF=X|BOB/VEF|CCY|NA
EGP=X|USD/EGP|CCY|NA
LTLINR=X|LTL/INR|CCY|NA
GBPUGX=X|GBP/UGX|CCY|NA
BWPINR=X|BWP/INR|CCY|NA
WSTGBP=X|WST/GBP|CCY|NA
JPYSGD=X|JPY/SGD|CCY|NA
HU22.EX|STURM USA 20BN 12|EUX|NA
ALL=X|USD/ALL|CCY|NA
CHFTRY=X|CHF/TRY|CCY|NA
BHDAED=X|BHD/AED|CCY|NA
VUVGBP=X|VUV/GBP|CCY|NA
ILSPLN=X|ILS/PLN|CCY|NA
INRKES=X|INR/KES|CCY|NA
DKKCZK=X|DKK/CZK|CCY|NA
EURJMD=X|EUR/JMD|CCY|NA
CZKNGN=X|CZK/NGN|CCY|NA
AEDTRY=X|AED/TRY|CCY|NA
KESCAD=X|KES/CAD|CCY|NA
HG20.EX|STURM GOLF 20BN 10|EUX|NA
CNYMXN=X|CNY/MXN|CCY|NA
THBLBP=X|THB/LBP|CCY|NA
BWPANG=X|BWP/ANG|CCY|NA
KRWPHP=X|KRW/PHP|CCY|NA
JODTWD=X|JOD/TWD|CCY|NA
GHSGBP=X|GHS/GBP|CCY|NA
MADSGD=X|MAD/SGD|CCY|NA
19664789.SW|SILVER COINS 5 UZ|EBS|NA
EUR-DOP.F|EUR/DOP|FRA|NA
SARTRY=X|SAR/TRY|CCY|NA
CHFTZS=X|CHF/TZS|CCY|NA
HKDNZD=X|HKD/NZD|CCY|NA
PLNUSD=X|PLN/USD|CCY|NA
KESJPY=X|KES/JPY|CCY|NA
BWPMUR=X|BWP/MUR|CCY|NA
HUFILS=X|HUF/ILS|CCY|NA
NOKRSD=X|NOK/RSD|CCY|NA
ILSCLP=X|ILS/CLP|CCY|NA
GBPSTD=X|GBP/STD|CCY|NA
AUDSEK=X|AUD/SEK|CCY|NA
BWPKYD=X|BWP/KYD|CCY|NA
EURDKK=X|EUR/DKK|CCY|NA
SARNOK=X|SAR/NOK|CCY|NA
MXNPLN=X|MXN/PLN|CCY|NA
BHDQAR=X|BHD/QAR|CCY|NA
TWDPHP=X|TWD/PHP|CCY|NA
BOBEUR=X|BOB/EUR|CCY|NA
KESCZK=X|KES/CZK|CCY|NA
HU53.EX|HURRICANE FUTURES|EUX|NA
SARTWD=X|SAR/TWD|CCY|NA
SZLEUR=X|SZL/EUR|CCY|NA
DKKIDR=X|DKK/IDR|CCY|NA
TTDXDR=X|TTD/XDR|CCY|NA
HUFCZK=X|HUF/CZK|CCY|NA
GBPPAB=X|GBP/PAB|CCY|NA
AEDXDR=X|AED/XDR|CCY|NA
KWDEUR=X|KWD/EUR|CCY|NA
CADSGD=X|CAD/SGD|CCY|NA
INRPKR=X|INR/PKR|CCY|NA
ZARBWP=X|ZAR/BWP|CCY|NA
EUR-GNF.F|EUR/GNF|FRA|NA
CNYLVL=X|CNY/LVL|CCY|NA
SEKCNH=X|SEK/CNH|CCY|NA
CADMMK=X|CAD/MMK|CCY|NA
CADBHD=X|CAD/BHD|CCY|NA
GHSBDT=X|GHS/BDT|CCY|NA
NADZAR=X|NAD/ZAR|CCY|NA
HRKJPY=X|HRK/JPY|CCY|NA
JPYYER=X|JPY/YER|CCY|NA
DKKLVL=X|DKK/LVL FIXING|CCY|NA
JODCZK=X|JOD/CZK|CCY|NA
JODCAD=X|JOD/CAD|CCY|NA
CZKVUV=X|CZK/VUV|CCY|NA
AEDIQD=X|AED/IQD|CCY|NA
FCPU.EX|GBP/USD|EUX|NA
MDLCHF=X|MDL/CHF|CCY|NA
CADZAR=X|CAD/ZAR|CCY|NA
EUR-AOA.F|EUR/AOA|FRA|NA
CHFYER=X|CHF/YER|CCY|NA
CNYRUB=X|CNY/RUB|CCY|NA
19753421.SW|SILBER 999/1000|EBS|NA
ISKJPY=X|ISK/JPY|CCY|NA
XF000EURJPY1.SG|EUR/JPY FIXING|STU|NA
EOYN.F|EUR/JPY FIXING|FRA|NA
SGDCZK=X|SGD/CZK|CCY|NA
CHFPEN=X|CHF/PEN|CCY|NA
JPYAMD=X|JPY/AMD|CCY|NA
TNDSAR=X|TND/SAR|CCY|NA
PLNHKD=X|PLN/HKD|CCY|NA
MZNGBP=X|MZN/GBP|CCY|NA
SARIDR=X|SAR/IDR|CCY|NA
HKDCHF=X|HKD/CHF|CCY|NA
CLPUYU=X|CLP/UYU|CCY|NA
INRBRL=X|INR/BRL|CCY|NA
SGDARS=X|SGD/ARS|CCY|NA
UAHGBP=X|UAH/GBP|CCY|NA
TND=X|USD/TND|CCY|NA
XPFEUR=X|XPF/EUR|CCY|NA
CHFAED=X|CHF/AED|CCY|NA
BGN=X|USD/BGN|CCY|NA
KESLTL=X|KES/LTL|CCY|NA
DKKKES=X|DKK/KES|CCY|NA
SGDISK=X|SGD/ISK|CCY|NA
BM.PA|WHEAT|PAR|NA
INRLKR=X|INR/LKR|CCY|NA
881347.VI|ATS/EUR FIXING|VIE|NA
CNYQAR=X|CNY/QAR|CCY|NA
TNDHKD=X|TND/HKD|CCY|NA
ZMWCHF=X|ZMW/CHF|CCY|NA
XOFGHS=X|XOF/GHS|CCY|NA
MYRUSD=X|MYR/USD|CCY|NA
29134350=X|NOK/CZK|CCY|NA
CHFBOB=X|CHF/BOB|CCY|NA
BHDGBP=X|BHD/GBP|CCY|NA
QARINR=X|QAR/INR|CCY|NA
BRLRUB=X|BRL/RUB|CCY|NA
EURDZD=X|EUR/DZD|CCY|NA
CADAOA=X|CAD/AOA|CCY|NA
JPYGEL=X|JPY/GEL|CCY|NA
CADMNT=X|CAD/MNT|CCY|NA
EUR-ZAR.F|EUR/ZAR|FRA|NA
SYPDKK=X|SYP/DKK|CCY|NA
AUDBOB=X|AUD/BOB|CCY|NA
AEDKWD=X|AED/KWD|CCY|NA
CADUAH=X|CAD/UAH CROSS|CCY|NA
ISKJOD=X|ISK/JOD|CCY|NA
RONLTL=X|RON/LTL|CCY|NA
AEDTND=X|AED/TND|CCY|NA
DKKJPY=X|DKK/JPY|CCY|NA
OMRTHB=X|OMR/THB|CCY|NA
QARPLN=X|QAR/PLN|CCY|NA
CADERN=X|CAD/ERN|CCY|NA
CHFHUF=X|CHF/HUF|CCY|NA
CADAMD=X|CAD/AMD|CCY|NA
ZARUAH=X|ZAR/UAH|CCY|NA
JODQAR=X|JOD/QAR|CCY|NA
CNHSGD=X|CNH/SGD|CCY|NA
CHFPHP=X|CHF/PHP|CCY|NA
HUFRUB=X|HUF/RUB|CCY|NA
ZARBRL=X|ZAR/BRL|CCY|NA
GBPBSD=X|GBP/BSD|CCY|NA
VUVBRL=X|VUV/BRL|CCY|NA
RUBHUF=X|RUB/HUF|CCY|NA
ZARSAR=X|ZAR/SAR|CCY|NA
CHFMKD=X|CHF/MKD|CCY|NA
EUR-KZT.F|EUR/KZT|FRA|NA
PHPMAD=X|PHP/MAD|CCY|NA
VEFCOP=X|VEF/COP|CCY|NA
XF000EURSGD5.SG|EUR/SGD FIXING|STU|NA
CHFIRR=X|CHF/IRR|CCY|NA
CADMGA=X|CAD/MGA|CCY|NA
LTLAUD=X|LTL/AUD|CCY|NA
BOBARS=X|BOB/ARS|CCY|NA
EGPAUD=X|EGP/AUD|CCY|NA
MDLEUR=X|MDL/EUR|CCY|NA
JPYRSD=X|JPY/RSD|CCY|NA
LVLEUR=X|LVL/EUR|CCY|NA
GBPCUP=X|GBP/CUP|CCY|NA
ANGEUR=X|ANG/EUR|CCY|NA
EUR-KWD.F|EUR/KWD|FRA|NA
GIPCHF=X|GIP/CHF|CCY|NA
RUBNZD=X|RUB/NZD|CCY|NA
LVLOMR=X|LVL/OMR|CCY|NA
TWDKWD=X|TWD/KWD|CCY|NA
CNYNZD=X|CNY/NZD|CCY|NA
TWDSGD=X|TWD/SGD|CCY|NA
ILSDKK=X|ILS/DKK|CCY|NA
SARXDR=X|SAR/XDR|CCY|NA
ZARDKK=X|ZAR/DKK|CCY|NA
SEKJMD=X|SEK/JMD|CCY|NA
SEKANG=X|SEK/ANG|CCY|NA
JPYGNF=X|JPY/GNF|CCY|NA
JPYANG=X|JPY/ANG|CCY|NA
BAMUSD=X|BAM/USD|CCY|NA
LTLGBP=X|LTL/GBP|CCY|NA
CHFKZT=X|CHF/KZT|CCY|NA
SARAUD=X|SAR/AUD|CCY|NA
AUDVEF=X|AUD/VEF|CCY|NA
HTG=X|USD/HTG|CCY|NA
EUR-TND.F|EUR/TND|FRA|NA
EURWST=X|EUR/WST|CCY|NA
XCDCAD=X|XCD/CAD|CCY|NA
EUR-AED.F|EUR/AED|FRA|NA
BWPCHF=X|BWP/CHF|CCY|NA
LVLAED=X|LVL/AED|CCY|NA
ZARJPY=X|ZAR/JPY|CCY|NA
CZKCHF=X|CZK/CHF|CCY|NA
KESRUB=X|KES/RUB|CCY|NA
MURILS=X|MUR/ILS|CCY|NA
ETBGBP=X|ETB/GBP|CCY|NA
TNDMUR=X|TND/MUR|CCY|NA
SEKBAM=X|SEK/BAM|CCY|NA
DZD=X|USD/DZD|CCY|NA
BMDCHF=X|BMD/CHF|CCY|NA
NADGBP=X|NAD/GBP|CCY|NA
RONSEK=X|RON/SEK|CCY|NA
CHFBHD=X|CHF/BHD|CCY|NA
QARRUB=X|QAR/RUB|CCY|NA
ISKMUR=X|ISK/MUR|CCY|NA
UGXJPY=X|UGX/JPY|CCY|NA
QARUSD=X|QAR/USD|CCY|NA
JPYGBP=X|JPY/GBP|CCY|NA
VUVBOB=X|VUV/BOB|CCY|NA
CADGHS=X|CAD/GHS|CCY|NA
BMDEUR=X|BMD/EUR|CCY|NA
NOKAED=X|NOK/AED|CCY|NA
EURAWG=X|EUR/AWG|CCY|NA
EUR-BIF.F|EUR/BIF|FRA|NA
CADHNL=X|CAD/HNL|CCY|NA
BWPKWD=X|BWP/KWD|CCY|NA
BWPHKD=X|BWP/HKD|CCY|NA
MXNHUF=X|MXN/HUF|CCY|NA
IDEPQ.MDD|ELECTR. PEAKLOAD Q|MDD|NA
CADLBP=X|CAD/LBP|CCY|NA
CHFBSD=X|CHF/BSD|CCY|NA
THBJPY=X|THB/JPY|CCY|NA
KESCNY=X|KES/CNY|CCY|NA
19666222.SW|SILVER COINS 10 UZ|EBS|NA
CADJPY=X|CAD/JPY|CCY|NA
GBPNPR=X|GBP/NPR|CCY|NA
PKRSGD=X|PKR/SGD|CCY|NA
CZKRSD=X|CZK/RSD  |CCY|NA
BGNPLN=X|BGN/PLN|CCY|NA
GBPBTN=X|GBP/BTN|CCY|NA
19663223.SW|SILVER COINS 1/2 UZ|EBS|NA
GBPTWD=X|GBP/TWD|CCY|NA
EUR-NPR.F|EUR/NPR|FRA|NA
AUDPHP=X|AUD/PHP|CCY|NA
